21129800	{"duration": 1302, "distance": 15327, "price": 51}	{"duration": 3399, "distance": 10911, "routes": [{"duration": 1194, "distance": 1488, "type": 1}, {"distance": 8132, "name": "地铁12号线", "stop_num": 7, "off_station": "江浦公园站", "on_station": "杨高北路站(1口)", "duration": 1020, "type": 2}, {"duration": 1035, "distance": 1291, "type": 1}]}
92517451	{"duration": 1613, "distance": 20372, "price": 70}	{"duration": 3111, "distance": 14432, "routes": [{"duration": 1194, "distance": 1488, "type": 1}, {"distance": 12762, "name": "地铁12号线", "stop_num": 11, "off_station": "天潼路站", "on_station": "杨高北路站(1口)", "duration": 1620, "type": 2}, {"duration": 147, "distance": 182, "type": 1}]}
22171611	{"duration": 1391, "distance": 16311, "price": 55}	{"duration": 3964, "distance": 17756, "routes": [{"duration": 1194, "distance": 1488, "type": 1}, {"distance": 9411, "name": "地铁12号线", "stop_num": 8, "off_station": "大连路站", "on_station": "杨高北路站(1口)", "duration": 1140, "type": 2}, {"distance": 3600, "name": "地铁4号线", "stop_num": 3, "off_station": "世纪大道站", "on_station": "大连路站", "duration": 360, "type": 2}, {"distance": 2539, "name": "地铁2号线", "stop_num": 2, "off_station": "陆家嘴站", "on_station": "世纪大道站", "duration": 240, "type": 2}, {"duration": 580, "distance": 717, "type": 1}]}
5533680	{"duration": 2720, "distance": 42889, "price": 151}	{"duration": 6051, "distance": 37610, "routes": [{"duration": 1194, "distance": 1488, "type": 1}, {"distance": 19445, "name": "地铁12号线", "stop_num": 16, "off_station": "嘉善路站", "on_station": "杨高北路站(1口)", "duration": 2400, "type": 2}, {"distance": 16157, "name": "地铁9号线", "stop_num": 10, "off_station": "九亭站", "on_station": "嘉善路站", "duration": 1740, "type": 2}, {"duration": 398, "distance": 497, "type": 1}]}
69311960	{"duration": 1718, "distance": 23752, "price": 82}	{"duration": 5001, "distance": 23058, "routes": [{"duration": 1194, "distance": 1488, "type": 1}, {"distance": 9411, "name": "地铁12号线", "stop_num": 8, "off_station": "大连路站", "on_station": "杨高北路站(1口)", "duration": 1140, "type": 2}, {"distance": 9080, "name": "地铁4号线", "stop_num": 6, "off_station": "镇坪路站", "on_station": "大连路站", "duration": 900, "type": 2}, {"duration": 266, "distance": 320, "type": 1}, {"distance": 1826, "name": "地铁7号线", "stop_num": 2, "off_station": "昌平路站", "on_station": "镇坪路站", "duration": 300, "type": 2}, {"duration": 751, "distance": 932, "type": 1}]}
66332749	{"duration": 1528, "distance": 22440, "price": 77}	{"duration": 5777, "distance": 22102, "routes": [{"duration": 1194, "distance": 1488, "type": 1}, {"distance": 13806, "name": "地铁12号线", "stop_num": 12, "off_station": "曲阜路站", "on_station": "杨高北路站(1口)", "duration": 1740, "type": 2}, {"duration": 87, "distance": 106, "type": 1}, {"distance": 5685, "name": "58路", "stop_num": 6, "off_station": "沪太路宜川路站", "on_station": "曲阜西路西藏北路站", "duration": 1193, "type": 2}, {"duration": 813, "distance": 1017, "type": 1}]}
92747027	{"duration": 1977, "distance": 27401, "price": 95}	{"duration": 4932, "distance": 23742, "routes": [{"duration": 1194, "distance": 1488, "type": 1}, {"distance": 9411, "name": "地铁12号线", "stop_num": 8, "off_station": "大连路站", "on_station": "杨高北路站(1口)", "duration": 1140, "type": 2}, {"distance": 11409, "name": "地铁4号线", "stop_num": 8, "off_station": "金沙江路站", "on_station": "大连路站", "duration": 1140, "type": 2}, {"duration": 1158, "distance": 1433, "type": 1}]}
77593798	{"duration": 1330, "distance": 18505, "price": 63}	{"duration": 4895, "distance": 16915, "routes": [{"duration": 1194, "distance": 1488, "type": 1}, {"distance": 9411, "name": "地铁12号线", "stop_num": 8, "off_station": "大连路站", "on_station": "杨高北路站(1口)", "duration": 1140, "type": 2}, {"duration": 146, "distance": 177, "type": 1}, {"distance": 5173, "name": "222路", "stop_num": 7, "off_station": "广中路水电路站", "on_station": "大连路长阳路站", "duration": 1133, "type": 2}, {"duration": 532, "distance": 666, "type": 1}]}
76085110	{"duration": 2519, "distance": 44830, "price": 158}	{"duration": 7477, "distance": 36442, "routes": [{"duration": 1194, "distance": 1488, "type": 1}, {"distance": 17937, "name": "地铁12号线", "stop_num": 15, "off_station": "陕西南路站", "on_station": "杨高北路站(1口)", "duration": 2280, "type": 2}, {"duration": 204, "distance": 246, "type": 1}, {"distance": 11797, "name": "地铁1号线", "stop_num": 8, "off_station": "莲花路站", "on_station": "陕西南路站", "duration": 1200, "type": 2}, {"duration": 123, "distance": 150, "type": 1}, {"distance": 3799, "name": "156路", "stop_num": 6, "off_station": "莲花南路银都路站", "on_station": "莲花路地铁站(南广场)站", "duration": 756, "type": 2}, {"duration": 820, "distance": 1025, "type": 1}]}
13831770	{"duration": 1877, "distance": 20881, "price": 72}	{"duration": 4527, "distance": 22302, "routes": [{"duration": 1194, "distance": 1488, "type": 1}, {"distance": 12762, "name": "地铁12号线", "stop_num": 11, "off_station": "天潼路站", "on_station": "杨高北路站(1口)", "duration": 1620, "type": 2}, {"distance": 7265, "name": "地铁10号线", "stop_num": 6, "off_station": "上海图书馆站", "on_station": "天潼路站", "duration": 780, "type": 2}, {"duration": 564, "distance": 703, "type": 1}]}
