2717353	121.452669	31.217941
91050993	121.494954	31.244515
73566921	121.407824	31.146272
10021108	121.059961	31.120092
21035069	121.470962	31.238208
76680217	121.480101	31.229499
5591028	121.061615	31.116823
32338381	121.321045	31.201602
6429674	121.497779	31.254618
18991088	121.467233	31.226824
8629576	121.392209	31.202834
4023775	121.45721	31.234313
4663146	121.436527	31.225025
22914250	121.389671	31.114784
91036101	121.389177	31.177561
14734803	121.510346	31.212993
2369023	121.415026	31.130558
4169377	121.060871	31.118262
4184029	121.351319	30.735532
21593760	121.422335	31.009902
58344091	121.061351	31.116039
17182037	121.46462	31.207981
19291562	121.486054	31.231742
79260234	121.481449	31.242512
67288814	121.061443	31.116391
76836809	121.445945	31.288004
500102	121.49256	31.242711
26233390	121.55554	31.23088
3527989	121.482315	31.226038
73582232	121.454614	31.224593
18691561	121.267662	31.02658
66755991	121.444974	31.195123
3341992	121.266125	31.044138
22171611	121.511376	31.249364
21129800	121.544251	31.271142
5533680	121.32713	31.143274
69311960	121.461362	31.243222
66332749	121.450362	31.285617
77593798	121.481557	31.289368
13831770	121.462539	31.220899
76085110	121.41835	31.106817
13797096	121.286533	31.231301
20930088	121.382335	31.182153
3585112	121.293066	31.33841
14191970	121.436161	31.165441
67499671	121.494799	31.271997
65998263	121.060267	31.119629
65325613	121.45484	31.236774
4533660	121.706472	31.205935
69745762	121.660458	31.033007
32473230	121.485345	31.209816
76969986	121.482771	31.264343
24899664	121.293088	31.096574
22584393	121.321784	31.201482
67006394	121.506701	31.218339
17979414	121.806585	31.47274
16213223	121.060410236	31.1185286221
3509464	121.623154	31.539226
22726100	121.016922189	30.8939752091
15090062	121.061596	31.116478
5699552	121.383637	31.195781
76848011	121.409747	31.203433
76839581	121.496512	31.239654
69521429	121.570406	31.218855
4678407	121.484414	31.231258
75626997	121.349722	31.180764
5995973	121.435832	31.208208
91025100	121.704326	31.191287
92517451	121.447091	31.223248
13782490	121.491118	31.242761
76940920	121.699302	31.169209
17785842	121.385757	31.23906
22590058	121.434944	31.309806
23100214	121.51167	31.241536
6132529	121.422124	31.194133
75095687	121.446802	31.248325
73398116	121.466668	31.227958
3454873	121.260176	31.38849
13873901	121.166743	31.295564
6063634	121.472098709	31.2556454848
2575588	121.47703	31.246698
66246935	121.53764	31.260292
66225096	121.637026	31.189829
2071369	121.408902	31.204785
66545994	121.38796	31.121246
22521492	121.060895	31.115031
73396723	121.619912	31.290016
69019652	121.463496	31.228079
26206532	121.39628	31.24084
18176958	121.426338	31.206577
5486714	121.05172	31.101501
67086009	121.382825	31.238322
45829388	121.524384	31.305532
66251542	121.521375	31.30835
21294388	121.5065	31.239024
5867826	121.45381	31.204232
77009703	121.463776	31.19102
68978238	121.452919	31.232035
3531196	121.435089	31.235634
8008401	121.456086	31.230261
65790862	121.570902	31.154861
21678721	121.514263	31.240165
6427885	121.443466	31.203626
69116083	121.320984	31.197775
13784206	121.448543	31.195109
22038150	121.477441	31.212204
8876721	121.513814	31.249213
27478785	121.389692	31.114864
5404756	121.454957	31.204338
58193451	121.455411	31.222528
5580354	121.46612	31.235329
69624138	121.496855	31.269822
13775414	121.456916	31.331951
2367274	121.383728	31.210782
66303591	121.398153	31.216611
3464923	121.060281	31.119226
59139608	121.399185	31.206404
6182586	121.5167	31.239852
2781505	121.422276	31.010352
23541559	121.387427	31.122347
5736734	121.500181	31.215438
57993063	121.061102	31.115819
65631392	121.412186	31.191549
3029089	121.420721	31.305657
3260524	121.492247	31.235749
83390234	121.56124	31.206163
3428293	121.251402	31.019
2023588	121.062745	31.115422
77004673	121.523827	31.233732
53015086	121.484396	31.23085
77563221	121.511578	31.240469
74609371	121.519756	31.307599
3703684	121.471101	31.229576
12286682	121.419165	31.239513
5657797	121.425491	31.209527
43624451	121.513871008	31.1413826004
69729962	121.56427	31.232908
28284208	121.321642	31.198901
92053609	121.47744	31.212204
1920481	121.583554	31.344336
69729883	121.481354	31.230157
69231724	121.449128	31.253245
16983892	121.472161	31.218775
5366233	121.060968	31.118523
24741119	121.425091	31.186772
19595142	121.409049	31.215263
2295985	121.501771	31.228823
21752365	121.454287	31.223525
92189409	121.403429	31.188181
66632471	121.393424	31.183082
21791768	121.477635	31.243998
3368728	121.260913	31.403991
505318	121.723539	31.05037
5385374	121.212661	31.019336
4066366	121.51358	31.267151
90994941	121.124927	31.159492
4169299	121.204986072	31.1192873315
9953130	121.221799	31.038809
18766328	121.061452	31.11564
2704948	121.022892	30.893896
58441500	121.497536	31.167658
8677628	121.565707	31.181643
69039810	121.060419	31.118633
66578787	121.377616	31.1321
63058818	121.524384	31.305532
18602068	121.445006	31.20163
76735408	121.446055	31.199218
9977754	121.423209	31.225322
27333622	121.388896	31.238643
4118325	121.495665987	31.2448178984
22179722	121.414255	31.21313
91974431	121.519357	31.307798
8959174	121.508925	31.241836
56582942	121.463615	31.304702
19804519	121.470071	31.227331
24931585	121.522275	31.307311
27339105	121.384804	31.113903
56583024	114.21879568	22.2312569938
21591404	121.523748	31.232017
22873258	121.617985	31.263742
5317141	121.523549	31.234203
4064431	121.440549	31.259237
92747027	121.418999	31.238093
4100611	121.484735	31.212658
72461866	121.435421	31.239254
23484815	121.409297	31.192676
43383106	121.363522	31.146217
18504562	121.180558	31.301923
69681722	121.598022	31.249055
17637124	121.634896	31.218475
21746947	121.390372	31.251446
76992457	121.442259	31.211159
16967298	121.404933	31.195236
500782	121.443701	31.212386
79210350	121.279917	31.408851
75178659	121.370221	31.259842
19415701	121.494574	31.256752
5863562	121.527235	31.299984
3455404	121.431974	31.249393
92545813	121.542522	31.31777
69039850	121.464328	31.250811
67085959	121.41102	31.012879
1887970	121.379191	31.221087
21271500	121.333919	31.201874
92075949	121.388774	31.178543
4129470	121.15904	31.309138
83492584	121.421936	31.272371
23404317	121.484496	31.209273
66118238	121.384098	31.237865
74079544	121.274677	31.332613
9806762	121.408459	31.110917
48657368	121.42111	31.425445
3560287	121.497232	31.237363
22205752	121.434594	31.309873
76741991	121.448797	31.17852
19145798	121.377001	31.112804
46315225	121.65773	31.271754
5263282	121.594126	31.34852
47308890	121.356754	31.285893
23754821	121.314449515	31.0214657313
4099746	121.894463418	30.9280379943
5631242	121.488215	31.301186
5260902	120.92448	31.042801
75733792	121.497536	31.167658
66403447	121.485312	31.276016
4039048	121.503994	31.234266
76766756	121.466023	31.222663
90964591	121.42044	31.223131
90944162	121.420654	31.222552
38155177	121.523399	31.280869
5537819	121.530756	31.233262
5115653	121.521887	31.304404
50254056	121.530756	31.233262
502910	121.489066	31.240754
5232771	121.475424	31.212275
4277498	121.507682	31.242221
69416216	121.445822	31.336224
27492744	121.377211	31.350958
32707125	121.479121018	31.3496053394
8909664	121.464391	31.192684
3255358	121.401724	31.203573
21955368	121.51559	31.258904
5740715	121.5054	31.266528
22804991	121.529772	31.234917
8087716	121.409747	31.203433
21351979	121.52214	31.234123
27689829	121.48927	31.413416
6586451	121.570251	31.160069
6038929	121.426135	31.261467
5527597	121.40214	31.265949
67482605	121.427934	31.145469
17148370	121.459135	31.252549
17164889	121.60094	31.245248
6586545	121.570251	31.160069
502331	121.525176	31.236926
72355197	121.450918	31.206385
73407658	121.476822	31.293894
90516542	121.542168	31.209966
24294506	121.413296	31.151859
8065606	121.513992	31.222981
90547114	121.509752	31.314018
50322101	121.262128	31.387146
5325540	121.508126	31.389868
3453457	121.345122	31.163727
32417652	121.383037	30.740951
21291755	121.413477	31.007204
6295252	121.513992	31.222981
67990062	121.5424	31.276814
18326437	121.497334	31.268004
90911491	121.203456	31.100695
38121430	121.574639	31.140739
21289564	121.37233	31.113185
502139	121.483528	31.242141
90054792	121.586388	31.250922
3922939	121.406059	31.210745
5148778	121.44821	31.200821
16687325	121.060258	31.119923
23463678	121.319115	31.144939
67395674	121.614309	31.214153
91907668	121.383787	31.118627
90558249	121.464689	31.221732
24608007	121.463707475	31.2628825593
32527320	121.390372	31.251446
24309683	121.347574	31.170699
90058076	121.487607	31.307122
505235	121.431553	31.419745
17180270	121.36557	31.247685
90495633	121.413278	31.288764
66776877	121.217743	31.044098
20926167	121.444788	31.197401
4223460	121.529905	31.234672
11575638	121.419165	31.239513
66885258	121.486726	31.277663
22800138	121.428755	31.223155
91919689	121.448639	31.19841
21730061	121.50165	31.179483
13884647	121.424682	31.243039
73396516	121.505348	31.269072
24258140	121.523748	31.232017
90362972	121.475089042	31.2119882707
90477488	121.394475	31.114131
68107295	121.385084	31.113444
2186323	121.495539	31.39962
8898289	121.580068	31.252087
66870444	121.512902	31.249597
18122967	121.56486	31.21678
92163161	121.499766	31.194614
22807288	121.481989	31.285696
23875177	121.389286	31.248227
19146584	121.385466	31.25068
22567564	121.346681	31.26684
57387467	121.390017	31.115254
69952771	121.371364	31.255484
20842584	121.577139	31.124443
17612298	121.45414	31.329509
77246900	121.422712	31.289616
91622243	121.418946	31.11217
18337230	121.753568	31.052403
23417348	121.58951	31.131044
69723223	121.443477	31.243687
18707544	121.241213	31.01112
73423551	121.380966	31.1839
58415817	121.528181	31.295707
63981777	121.490778	30.919166
22517173	121.346384	31.094091
93201231	121.529143	31.270351
82880889	121.584577	31.121136
59252131	121.486934	31.232956
23911969	121.444069	31.24347
58322310	121.421661	31.176226
51439081	121.4301	31.215175
90969607	121.414086	31.212729
22975446	121.424405	31.242816
90475416	121.56427	31.232908
69113691	121.570779	31.158888
69750157	121.417568	31.106792
66879033	121.616846	31.288213
18106405	121.433414	31.231138
27247983	121.603514	31.261127
21953276	121.776502	31.055129
66642895	121.653942	31.030833
69107343	121.38963	31.181465
69611800	121.425899	31.206488
69602203	121.226418	31.29385
32419566	121.429905	31.225059
