92176219	I SWEET蛋糕甜品定制	None	肇嘉浜路与瑞金路交叉口	121.465929	31.203712	4009205277	2	869	117	None
77274955	7cake榴莲千层蛋糕(上海工厂)	None	文汇路708号	121.206253	31.049494	67796581	5937	5941	117	242
90411302	手作功夫茶(百脑汇店)	手作功夫茶	漕溪北路339号百脑汇商场B1层	121.438167	31.190866	13120529986	2	865	117	244
92771574	奉茶	None	万荣路48号	121.449127	31.269842	15021723700	8	828	117	244
92077298	THE LAB茶研	None	淞发路901弄祥腾生活广场七号楼一层107室中原地产旁边	121.480009821	31.3398609596	18017714420	13	9171	117	244
18616000	lynncake手工蛋糕	None	莲花山路517弄	121.44455	31.36247	13818130150	13	9169	117	None
67663160	DIY爱焙心生活(塞纳左岸店)	DIY爱焙心生活	文诚路500弄1号塞纳左岸1层L1114	121.216827	31.032423	67730276	5937	22981	117	None
66967345	MRS.ZHENG BAKING郑太太烘焙(万达广场宝山店)	MRS.ZHENG BAKING郑太太烘焙	一二八纪念路988弄万达金街3楼366号	121.447067	31.323714	15900758421	13	834	117	None
93098066	TOMOS 土木水(长乐路店)	TOMOS 土木水	长乐路1035号	121.444481	31.215029	18001977615	3	812	117	None
5260219	醇之语甜品工作室	None	共泉路82号	121.4411	31.3276	36536667	13	834	117	242
69197173	wode沃德面包(环球店)	wode沃德面包	浦东世纪大道160号览海国际广场L101B	121.50853	31.235009		5	801	117	None
90340842	澳门皇茶Macao Imperial Tea	None	淮海东路54号	121.481886	31.226451	18916526537	6	None	117	244
92618655	奉茶（五角场店）(五角场店)	奉茶（五角场店）	五角场国宾路99号	121.511833	31.302092	65686265	10	854	117	244
92700505	MolyShake	None	长乐路462号联合谷集社E305	121.458030047	31.2206692555	13917788653	1	835	117	244
80984135	THE LAB茶研	None	都市路4477号	121.393176	31.098235	18018699406	12	849	117	244
91999219	royaltea皇茶(茂名南路店)	royaltea皇茶	茂名南路50号	121.460202	31.221449	18017915667	1	None	117	244
66427230	云朵上的鱼(莘庄店)	云朵上的鱼	莘朱路415号	121.390337	31.109851	13701969262	12	849	117	None
21308298	Patisserie Yan日式洋菓子西点烘焙(西点●蛋糕)	None	洞泾镇城隆路629弄3号	121.23115	31.08492	13917318280	5937	5942	117	None
90506755	Picky Allien 作星人	None	广中路657号	121.462214	31.280004	31299780	8	828	117	None
91674082	royaltea皇茶(远景店▪原普陀店)	royaltea皇茶	远景路616号远景大厦A座115单元	121.441802	31.255044	18939939220	7	None	117	244
92287772	royaltea皇茶(七宝国际店)	royaltea皇茶	新龙路七宝国际1333弄5号	121.335176	31.150298	17301791996	12	848	117	244
24113157	燕庭燕窝下午茶(联洋广场店)	燕庭燕窝下午茶	芳甸路300号联洋广场A区2层	121.557949	31.226351	50339069	5	803	117	242
66505202	RB巡茶(浦江生活广场店)	RB巡茶	江月路1853号浦江城市生活广场C座B1层	121.50476	31.0825	18502127920	12	8928	117	244
92176637	Port Tea 葡茶(张江店)	Port Tea 葡茶	百业路237号万科翡翠公园2049商场1楼沿街	121.609163	31.177953	56295770	5	None	117	244
92143994	觅城鲜饮(周家嘴路店)	觅城鲜饮	周家嘴路2089号	121.516148	31.267778	13122165498	10	None	117	244
3098965	天天果园轻食店(康桥店)	天天果园轻食店	康桥路787号5号楼1楼	121.548978	31.144764	4007200770	5	5947	117	244
69960385	三实匠健康轻体果蔬吧	None	瑞金二路50号	121.464523	31.216107	18616939025	1	837	117	244
69109343	Circles圈米拉	None	黄陂北路1号电信大厦101室	121.473328	31.226643	15221667372	6	860	117	None
93349362	弥茶(日月光店)	弥茶	徐家汇路618号日月光中心B2徐家汇区29号	121.46896	31.205634	15879480101	1	838	117	244
92895852	甜问·香草甜品	None	马当路388号复兴sohoB1-30室	121.474262	31.215211	15021141852	1	None	117	243
80538352	Ladies洛媛燕窝下午茶(月亮湾概念店)	Ladies洛媛燕窝下午茶	瑞虹天地月亮湾L3-11	121.49857	31.264583	65891065	9	824	117	None
92464310	night夜店露天花园下午茶	None	重庆南路298弄9号	121.471317	31.21132	13918465238	1	836	117	242
92103489	人在茶在(怡丰城店)	人在茶在	七莘路1507号怡丰城B2层	121.363561	31.131206	13818940590	12	849	117	244
92639992	茶巷	None	五角场邯郸路585号苏宁易购地下一层B-7-4	121.514478	31.298982	13681647624	10	854	117	244
21293795	凡町个性化蛋糕&甜品桌定制	None	番禺路381号幸福里E座103室	121.429783	31.204264	62419160	4	843	117	None
69209189	Joy's Wish蛋糕定制(乐虹坊精致生活广场店)	Joy's Wish蛋糕定制	虹桥镇虹井路288号燎申国际商业广场205-206号乐虹坊精致生活广场A座2层	121.371162	31.176585	13651811724	12	846	117	None
66250128	花媛私家甜品&蛋糕&甜品桌&diy	None	锦秋路695弄锦秋新时代35号1层、2层	121.392071	31.321561	18017852320	13	2527	117	None
66582323	港義气香港冰室(大名路店)	港義气香港冰室	大名路78号	121.491226	31.245141	15800768372	9	825	117	244
65625961	Ladies洛媛燕窝下午茶(缤谷文化休闲广场店)	Ladies洛媛燕窝下午茶	天山路341号缤谷文化休闲广场东区2层	121.386770424	31.2144692556	52923209	4	840	117	None
77275475	纯昌老虎灶(盛源生活广场店)	纯昌老虎灶	柳营路777号盛源生活广场1层	121.455677	31.26353	18521707646	8	830	117	244
92901105	1717活菌奶(长泰广场店)	1717活菌奶	金科路2889号长泰广场东区优品里B1层58-5室	121.60192	31.206119	13661543686	5	808	117	244
92891437	世界茶饮(福州路店)	世界茶饮	福州路446号	121.481976	31.233803	13917158710	6	860	117	244
92345175	royaltea皇茶(桂林路店)	royaltea皇茶	桂林路451	121.416659742	31.1737007679	17621428162	2	None	117	244
83619875	sweet gift精致手工烘培	None	中科路2595号	121.635629	31.190082	15900831841	5	808	117	None
91626913	糯米果果(殷高西路店)	糯米果果	殷高西路333号东区2楼	121.471871	31.320706	13918231216	13	9170	117	243
19467601	蜜恋Sweet甜品店(韩小姐的开鲁店)	蜜恋Sweet甜品店	开鲁路330-1号	121.534519	31.324618	13611709742	10	856	117	242
91955519	南洋茶铺(天钥桥路店)	南洋茶铺	天钥桥路319号1楼H室	121.442418	31.189833	64311055	2	None	117	244
92341505	莓兽	None	凯德龙之梦4-14号电影院隔壁	121.377689969	31.1084201134	13916483324	12	849	117	244
17646921	艺冉时光手工酸奶酪(田子坊店)	艺冉时光手工酸奶酪	泰康路210弄6号内	121.469012	31.208389	13818951116	1	837	117	244
82459127	爱苏米ICE&ME健康烘培	None	平型关路168号	121.466532	31.268383	13641623150	8	830	117	None
67835270	凡西烘焙纸杯cupcake百日宴婚礼甜品桌	None	华光路314号	121.38142	31.187319	13585946043	12	846	117	242
5490335	天天果园轻食店(凯迪克大厦店)	天天果园轻食店	江宁路212号凯迪克大厦413室	121.45476	31.231425	13321961571	3	811	117	244
90469880	JUICY BAR	None	沪松公路1658号九润商务大厦一楼	121.306783	31.134546	61314152	5937	5943	117	244
91595497	恬嬉 法式甜品 | Tanci Patisserie	None	武胜路469号	121.470491	31.227546	15692134007	6	860	117	242
91640794	白日梦奶茶	None	大学路299号302室	121.50791	31.303019	15088910507	10	854	117	244
92364349	KUKO比利时松饼	None	西江湾路388号龙之梦购物中心B2层	121.477951	31.270895		9	821	117	242
69896403	派悦坊(嘉里城店)	派悦坊	花木路1378号浦东嘉里城B1层B126B商铺	121.563019767	31.212109549	65129938	5	803	117	242
