21966478	在这(莘庄店)	在这	莘建东路399弄26支弄7号	121.383401	31.109503	54438013	12	849	247	None
6101570	秦风赣水(幸福湾店)	秦风赣水	友谊路233号	121.479238	31.403793	66787757	13	8440	247	None
21648279	山间堂民间瓦缸煨汤馆(日月光中心广场店)	山间堂民间瓦缸煨汤馆	徐家汇路618号日月光中心广场徐家汇区5层	121.46848	31.2063	54665590	1	838	247	None
68208286	赣忆碗(江西米粉)	None	仙霞路299号远东国际广场B幢109-110	121.401971	31.206319	52996377	4	840	247	None
4131721	山间堂民间瓦缸煨汤馆(金桥店)	山间堂民间瓦缸煨汤馆	张杨路3611号金桥商业广场2座3楼	121.57846	31.257121	60898597	5	2869	247	None
13881066	山间堂民间瓦缸煨汤馆(大宁国际商业广场店)	山间堂民间瓦缸煨汤馆	共和新路1878-2008号大宁国际商业广场12座5层	121.453607479	31.273466884	56710855	8	828	247	None
21648299	山间堂民间瓦缸煨汤馆(光启城店)	山间堂民间瓦缸煨汤馆	宜山路425号光启城时尚购物中心5楼	121.428049	31.184591	61201937	2	24031	247	None
5863878	山间堂民间瓦缸煨汤馆(新世界城店)	山间堂民间瓦缸煨汤馆	南京西路2-68号新世界城6楼	121.473888	31.234909	63594707	6	860	247	None
74602518	赣菜屋(泗泾店)	赣菜屋	文化路266号	121.27601	31.116501	13671814235	5937	9178	247	None
72463474	江西客家传统小炒	None	潍坊路148号	121.52535	31.225653	13120718222	5	70602	247	None
