67630135	485	417	41	19	3	5
93185187	59	59	0	0	0	0
9033708	920	730	138	33	7	7
90501384	84	64	16	4	0	0
92895907	152	138	10	2	1	1
4717483	455	317	86	40	3	9
6184500	469	360	65	31	6	7
92480891	250	191	48	8	1	2
69290600	654	526	110	13	2	3
77249373	133	105	19	6	0	3
5638819	1116	643	355	65	21	32
66631888	146	125	14	5	0	2
93335446	154	131	16	4	1	2
92902014	60	58	2	0	0	0
66376265	403	319	48	26	7	3
92266093	131	109	15	6	0	1
74605692	287	217	57	8	1	4
63236083	204	158	35	8	1	2
33575469	280	228	45	6	1	0
19643664	553	443	92	11	0	7
8868389	1521	1002	222	128	57	112
5867605	826	531	129	57	30	79
58014518	212	155	37	15	0	5
22298022	266	231	16	12	3	4
21088211	223	174	27	12	5	5
5208387	400	281	60	38	9	12
15908890	4352	2933	1105	217	50	47
22585879	528	346	126	36	8	12
92529171	116	93	18	0	2	3
67138913	404	298	76	19	6	5
66596123	713	479	189	26	9	10
79449804	489	339	119	27	3	1
74602502	1047	909	86	33	8	11
32548173	821	524	241	43	8	5
93279824	71	57	10	3	0	1
76854134	425	345	63	12	0	5
19322600	595	390	146	31	12	16
27248517	931	635	229	50	13	4
83500387	188	129	48	6	3	2
17228166	1416	1195	173	36	8	4
90101493	167	150	11	2	1	3
21596832	468	303	124	32	4	5
66617137	210	178	15	12	1	4
5165502	678	442	174	37	9	16
15871581	509	311	146	40	2	10
67556261	207	137	52	11	3	4
9071330	1153	705	332	76	15	25
3277699	2087	1222	363	238	64	111
70767119	133	100	26	3	2	2
90444171	249	238	4	3	2	2
77278916	118	94	18	2	4	0
15094438	372	265	82	22	2	1
91984901	68	54	9	5	0	0
3306442	689	385	152	115	16	21
24077779	306	215	61	14	5	11
70002678	72	50	19	2	0	1
24769441	493	384	84	18	3	4
8874249	1619	1064	407	107	18	23
66802348	309	255	22	14	9	9
18621034	497	320	91	38	15	33
8717942	642	468	111	45	7	11
21584102	2166	1358	605	111	31	61
72476515	229	149	53	13	5	9
22369900	1195	777	290	82	17	29
66862539	3829	2259	1256	230	41	43
13784786	2407	1367	767	201	33	39
18518363	3209	2357	664	141	32	15
57698657	929	572	254	72	11	20
65693086	500	293	160	35	6	6
76998819	192	120	53	14	2	3
92949297	53	40	8	3	0	2
17999384	1230	767	320	84	28	31
37942497	1387	794	469	96	14	14
10341059	297	188	85	22	1	1
8065402	6630	4541	1476	428	100	85
92074989	115	72	28	9	3	3
57411148	665	418	197	32	9	9
77455621	485	294	139	44	3	5
23967372	996	659	240	65	14	18
66508455	200	138	40	15	1	6
79282973	176	120	44	8	3	1
68226631	165	104	44	11	3	3
91607397	102	66	22	8	2	4
21341829	822	507	198	73	16	28
77259872	87	69	13	4	0	1
6379236	3907	2840	788	203	34	42
74620823	327	218	72	27	6	4
79215975	125	81	35	6	1	2
59116703	928	602	262	52	5	7
65812944	225	146	58	13	8	0
77451677	104	72	16	13	2	1
69675620	110	67	28	13	0	2
75157285	407	343	50	5	4	5
76658118	108	75	21	8	3	1
33586950	1273	719	376	116	23	39
79670268	76	57	14	5	0	0
75144868	229	192	24	9	1	3
92455458	166	115	26	13	6	6
15910266	412	258	110	27	8	9
15996754	797	497	206	68	14	12
90963581	315	287	13	6	2	7
90000930	102	61	35	5	0	1
19488045	1374	924	340	85	11	14
76926807	189	123	52	11	0	3
5396656	597	324	203	51	10	9
17694352	284	163	89	25	5	2
66866544	277	234	23	15	3	2
13663272	546	344	150	33	7	12
59019675	213	108	81	16	4	4
27420071	179	140	29	9	0	1
22130921	1136	724	309	70	12	21
32324328	255	205	31	15	3	1
24806371	636	379	197	48	5	7
90112755	103	88	15	0	0	0
1901641	753	400	142	83	19	32
66821798	258	162	71	20	2	3
67062534	251	190	32	18	3	8
50254779	496	330	127	22	9	8
67377473	140	115	19	5	1	0
66607504	178	141	30	3	0	4
68051321	96	71	19	6	0	0
93264768	34	33	1	0	0	0
19475404	264	154	83	20	3	4
18982841	194	139	31	7	4	13
63168657	1486	1013	338	88	13	34
72468264	1591	1111	377	83	9	11
67330730	1196	781	300	81	22	12
15095024	1830	1129	512	117	29	43
79420355	311	196	86	15	8	6
22303119	2354	1465	664	149	35	41
5733236	682	356	257	56	8	5
72466727	1060	574	366	96	15	9
507368	630	357	170	56	17	15
59400195	2473	2053	315	75	14	16
21343952	702	414	214	52	13	9
76918587	163	106	36	12	3	6
18021257	467	258	164	35	9	1
67251491	612	411	127	53	8	13
6062484	1876	1083	511	143	60	79
91884643	110	80	21	7	1	1
67398601	318	189	93	20	5	11
92093171	184	129	38	12	3	2
24011708	3069	1531	1188	279	26	45
24705400	840	477	281	59	11	12
23722274	894	581	245	47	11	10
23712534	2264	1434	642	152	18	18
90585209	189	169	14	5	0	1
5453740	1556	793	589	135	17	22
32703033	2388	1154	973	215	23	23
58753905	281	167	80	17	5	12
8685655	2097	1100	754	188	37	18
5326628	775	420	249	70	12	24
91928037	152	109	31	9	1	2
91884831	73	52	16	5	0	0
68132998	558	343	162	42	4	7
66864968	295	147	113	31	1	3
90569072	253	146	79	20	4	4
5503317	469	243	174	40	4	8
72649493	250	118	103	23	3	3
75124958	164	103	44	12	3	2
69537045	217	160	42	8	3	4
75639123	410	249	125	28	4	4
2032195	2805	1926	346	229	61	137
83435577	97	73	14	7	1	2
69256586	99	58	35	5	1	0
3434359	391	193	143	42	8	5
1901545	1058	541	238	153	24	47
68046716	254	151	83	13	5	2
6334293	262	187	45	18	7	5
21171533	1065	705	273	64	10	13
66971693	109	102	5	0	1	1
69806504	64	40	21	3	0	0
67606460	55	33	21	1	0	0
69265619	79	65	13	1	0	0
27469490	9378	7872	1187	239	37	43
26979034	10351	5505	3749	897	115	85
21584597	2777	1492	974	217	50	44
24078657	3684	2096	1257	253	37	41
24508627	1038	593	328	81	14	22
6119146	1943	1036	650	167	40	50
92876078	135	64	58	10	0	3
77218611	297	174	91	24	1	7
90497593	98	83	10	1	1	3
73398005	489	308	108	51	13	9
91945656	245	198	31	10	4	2
92090049	116	63	34	13	3	3
58560231	677	352	264	50	5	6
19290716	5362	2926	1799	466	103	68
32513687	628	345	219	53	6	5
5278796	8928	4341	3586	803	107	91
65615698	901	457	354	66	7	17
18338783	1621	880	570	120	22	29
1926859	1548	841	555	114	18	20
93335441	78	61	13	3	0	1
18418588	1127	636	347	89	21	34
67639566	678	383	218	61	7	9
22240542	700	410	199	50	12	29
67722897	389	285	79	12	8	5
21109684	2365	1225	863	189	46	42
22701693	1209	549	497	130	20	13
77348511	187	106	62	13	3	3
4703887	3113	1376	1274	363	47	53
23402964	1918	1358	419	99	20	22
22076475	962	438	385	108	17	14
59118553	337	222	87	17	8	3
43558256	2662	1345	1033	232	28	24
67900484	687	519	127	26	7	8
76676515	98	54	38	5	0	1
17893329	1425	889	379	111	28	18
46457708	881	564	222	56	9	30
43558243	1800	879	711	176	19	15
5536988	460	251	156	30	11	12
69186516	322	185	106	25	5	1
27534184	469	282	125	37	8	17
69298876	417	207	152	37	8	13
18264824	790	433	258	58	14	27
21553425	85	57	23	5	0	0
57408841	341	209	90	24	12	6
11560210	860	490	285	67	12	6
32383017	808	410	299	72	7	20
5816653	649	381	180	60	12	16
73418613	152	126	17	6	2	1
58450231	900	500	304	65	12	19
18621029	536	271	118	67	20	42
22295783	613	363	195	34	7	14
17683780	325	183	100	30	6	6
67455358	306	153	116	30	3	4
3009544	1370	1024	256	56	12	19
92620953	43	38	4	0	1	0
23448732	159	107	39	7	2	4
67299856	125	89	28	3	1	4
92646999	59	52	5	1	1	0
67963481	113	63	35	12	1	2
91936617	55	45	6	3	1	0
24619699	492	292	150	34	7	9
57253046	711	414	175	60	24	38
77446549	167	103	37	19	3	5
91383129	269	149	102	11	4	3
76859790	39	31	7	1	0	0
90338730	118	82	27	4	1	4
66024055	207	108	74	9	6	10
1901638	468	230	92	73	9	24
66411801	94	75	15	4	0	0
24708153	173	147	19	6	0	1
92615890	29	29	0	0	0	0
80616249	269	175	65	19	8	2
68201768	734	290	321	95	18	10
69664731	1065	632	324	79	9	21
53874382	773	449	237	65	11	11
70445375	730	426	213	62	16	13
13715753	4572	1641	2110	609	114	98
91896951	119	63	42	10	3	1
8981853	1870	1017	642	152	40	19
4599475	2741	1512	954	230	23	22
66647473	2269	1071	895	250	36	17
65801209	1029	442	457	105	16	9
83535159	260	209	33	8	3	7
4228627	5376	3426	1500	344	59	45
68191998	528	281	183	42	8	14
69482454	948	522	293	89	14	30
23016135	1296	706	453	105	9	23
91002765	191	84	89	11	3	4
76838361	199	146	44	7	1	1
69448371	537	298	174	33	16	16
2713810	1371	696	501	124	12	17
79437810	213	99	90	20	1	3
20877970	1531	708	630	142	22	29
32308884	417	291	95	22	3	6
2297992	5010	2612	1765	429	70	50
4179666	1634	832	602	167	18	15
27238989	2488	1350	891	188	27	32
33081600	1399	904	354	105	20	16
74628329	480	240	174	47	10	9
51846558	795	419	282	71	12	11
67658739	888	492	282	92	13	9
19296119	1076	511	304	173	43	45
13932333	885	397	372	98	10	8
52348739	390	204	131	35	10	10
66026559	124	72	34	10	4	4
73431311	177	89	71	13	2	2
65304949	374	206	108	40	9	11
91658762	63	42	16	2	2	1
67071161	698	450	140	52	22	34
75637828	438	264	96	55	15	8
15876404	2245	1092	838	235	39	41
74068550	195	100	73	20	1	1
79413236	69	45	18	5	0	1
54170171	746	372	266	77	17	14
21213567	947	547	294	68	16	22
18187379	565	318	165	50	21	11
67799119	286	193	55	22	6	10
75165277	126	77	36	12	1	0
79421803	142	62	62	8	3	7
18661321	854	473	243	96	19	23
91620087	218	150	45	13	4	6
92451871	49	45	4	0	0	0
69684334	143	102	36	5	0	0
79233655	110	67	32	9	1	1
91593340	66	49	14	3	0	0
19146292	163	95	49	16	2	1
1901542	1356	573	368	219	51	55
18265803	1068	623	324	93	13	15
18338823	840	490	249	71	17	13
77353076	255	148	73	20	6	8
18621028	889	444	199	134	43	69
38103632	365	224	87	33	4	17
69743121	148	99	34	8	4	3
76943996	107	75	20	11	0	1
22370274	1502	798	538	113	24	29
76295645	184	96	65	18	4	1
21922183	1297	879	257	87	28	46
92997925	51	37	11	3	0	0
57714281	254	161	47	14	7	25
91020419	40	35	3	2	0	0
67019209	123	82	32	4	3	2
57961769	229	134	68	22	1	4
565981	1060	706	131	73	15	20
69263136	89	64	23	1	1	0
6337516	289	133	96	35	7	18
67283099	115	54	47	11	0	3
14883651	507	270	150	43	18	26
91980075	38	34	2	0	0	2
93619164	32	20	10	1	1	0
22344022	4584	2385	1652	421	66	60
90967143	516	273	177	56	3	7
