67552299	257	156	75	18	4	4
93049221	88	78	6	1	1	2
16795494	1459	976	359	85	20	19
56591453	241	181	45	10	4	1
69735195	362	317	33	8	1	3
11567693	3166	1911	1002	208	24	21
9988704	1818	990	572	185	38	33
17636457	3897	2166	1258	384	62	27
38156000	281	213	45	17	3	3
66545346	757	513	190	37	9	8
22437055	1214	686	399	103	18	8
59264203	1445	1200	160	55	14	16
83525336	46	39	5	2	0	0
2483431	543	364	124	34	10	0
66340922	218	148	48	15	5	2
90580632	287	203	60	15	3	6
68009025	1029	799	157	55	13	5
72451347	323	209	88	16	3	7
66533377	1713	1038	525	110	23	17
20780013	2086	1259	567	180	50	30
20768086	1110	620	363	102	16	9
15994985	413	297	78	22	9	7
8967031	1916	987	664	211	34	20
17874542	1528	779	547	148	35	19
5252297	1464	691	536	182	22	33
13795581	2109	1050	766	230	40	23
5529108	1114	546	410	122	22	14
5339502	1809	755	562	173	27	15
58391635	149	100	42	3	1	3
17620720	670	363	207	73	16	11
4712756	5211	2356	2010	649	113	83
6031884	1875	840	714	255	36	30
77527069	129	81	28	15	3	2
24959690	1205	513	470	181	26	15
92336238	27	22	5	0	0	0
67190039	215	147	44	12	4	8
17984200	361	188	106	53	5	9
21094209	881	404	302	114	23	38
8690964	1293	530	544	166	39	14
79466609	42	39	1	0	0	2
65886030	736	434	207	67	14	14
19128094	558	280	199	56	13	10
3436939	2383	1004	918	366	57	38
507302	526	189	206	92	8	2
