23540188	359	341	13	0	0	5
92662079	95	62	31	2	0	0
65812944	210	137	53	13	7	0
79211553	74	57	16	0	1	0
57205636	270	259	11	0	0	0
66482104	205	171	28	5	0	1
91686100	88	65	21	2	0	0
74580052	169	149	15	4	1	0
75092761	99	93	6	0	0	0
23967372	983	653	234	64	14	18
57411148	646	406	191	31	9	9
66621749	402	313	78	10	0	1
93378921	45	33	11	1	0	0
43549632	407	243	140	21	2	1
91657752	129	105	18	6	0	0
76878850	272	236	25	8	1	2
21148079	316	230	66	18	2	0
92095132	33	30	3	0	0	0
81266898	101	80	19	1	1	0
13788194	168	123	28	14	1	2
91606868	121	88	28	5	0	0
76999732	1036	717	260	48	7	4
76733837	170	135	26	5	3	1
23078486	756	620	105	19	4	8
32472317	1637	1038	479	94	12	14
77444973	96	60	33	3	0	0
18273502	531	291	189	38	11	2
57425348	199	148	36	14	1	0
24757056	415	324	78	10	1	2
79294870	126	87	35	4	0	0
70384322	228	140	67	18	1	2
69945601	193	134	44	13	0	2
23633805	304	174	111	16	2	1
80172789	174	137	31	5	0	1
69005259	52	46	4	2	0	0
18677085	288	191	69	22	3	3
90455446	54	53	1	0	0	0
66048598	225	174	43	8	0	0
77348511	160	90	55	10	2	3
80528963	193	158	30	2	1	2
69448371	488	273	156	30	15	14
76717227	298	190	74	24	2	8
58873297	478	304	142	29	2	1
75002636	308	210	89	8	0	1
76980198	467	304	126	34	3	0
67650860	897	632	227	34	3	1
67095818	201	155	38	8	0	0
57783197	253	186	50	14	2	1
73592837	54	48	6	0	0	0
79706751	142	94	41	7	0	0
75653644	71	61	9	1	0	0
15994985	413	297	78	22	9	7
38333147	187	152	24	8	0	3
83431351	55	47	6	1	1	0
83502217	296	265	18	9	2	2
59398171	432	287	128	13	3	1
57974575	417	304	94	17	0	2
66363977	369	260	93	13	1	2
58245992	130	99	22	7	0	2
91068776	48	39	7	2	0	0
70438648	138	106	26	5	0	1
32332532	371	255	86	22	3	5
27133979	309	212	69	24	3	1
68112507	188	124	49	12	2	1
67919959	201	151	39	7	0	4
67948026	76	68	7	1	0	0
6270547	756	599	104	21	3	29
90970355	62	36	20	5	1	0
9951261	311	222	67	16	2	4
59236973	136	83	40	10	2	1
90098841	941	511	344	74	9	3
8016710	1108	757	272	62	4	13
69843152	348	181	146	18	3	0
91587659	160	118	35	6	0	1
69594587	461	268	160	31	1	1
23712412	422	288	110	20	3	1
65776696	1072	652	346	58	8	8
33639720	266	193	47	23	0	3
92038211	72	65	7	0	0	0
19624186	1516	787	578	133	12	6
72470544	134	83	44	6	0	1
27426956	648	435	177	32	1	3
76723634	71	52	16	3	0	0
23216954	138	94	28	9	2	5
5131825	551	304	194	39	6	8
17867383	393	242	113	34	3	1
65676787	169	108	49	11	0	1
48230848	973	664	246	50	7	6
69733927	93	57	33	3	0	0
57948222	172	129	32	9	0	2
79261239	125	88	28	8	1	0
6210774	656	366	228	55	4	3
28598276	106	89	15	2	0	0
92748936	46	24	22	0	0	0
43617717	205	113	66	17	5	4
22741883	175	114	54	4	2	1
91913478	135	90	33	10	2	0
66231615	172	91	62	16	2	1
69843484	332	288	33	8	2	1
75180489	58	47	9	2	0	0
93512894	35	33	2	0	0	0
5311949	305	184	92	21	3	5
67434083	69	54	13	2	0	0
83524569	38	35	3	0	0	0
65982584	127	96	21	5	0	5
75195993	69	51	13	5	0	0
59211999	235	183	38	9	3	2
69917736	1000	514	399	72	10	5
90972125	134	72	51	8	3	0
67126784	1221	727	384	94	8	8
92108310	144	76	57	10	0	1
24716347	635	358	205	51	10	11
17783225	570	299	189	53	5	24
32583935	727	415	243	51	12	6
91618648	124	87	24	8	3	2
57864919	294	144	116	29	4	1
67243552	706	417	232	54	0	3
24688679	545	366	133	38	2	6
57764060	208	156	42	8	2	0
76750523	87	54	21	11	0	1
92262344	47	39	7	1	0	0
24916417	511	259	189	47	4	12
17823304	566	295	194	49	7	21
68982494	184	111	55	14	4	0
9322533	426	217	151	42	6	10
17962174	416	277	79	43	3	14
65794263	144	112	26	4	1	1
21138980	742	569	137	30	4	2
6044224	612	316	213	62	10	11
57300076	1060	872	120	26	11	31
92936156	27	25	1	0	1	0
90888588	87	60	21	6	0	0
57402943	291	199	82	6	1	3
23255310	196	154	32	10	0	0
69786117	57	44	12	1	0	0
73501474	156	109	33	12	0	2
91617190	92	68	17	7	0	0
24310558	188	108	56	18	5	1
65658174	109	59	32	17	1	0
76754639	66	50	14	2	0	0
66466042	276	188	74	10	3	1
27302238	211	119	70	15	6	1
18238625	129	76	37	14	2	0
75624782	36	30	6	0	0	0
77473971	130	77	43	9	1	0
79458572	38	33	4	1	0	0
93200584	32	31	1	0	0	0
67687405	61	50	10	1	0	0
92418338	34	28	6	0	0	0
69140160	82	73	5	3	0	1
17623544	425	308	95	20	1	1
68207266	876	505	291	60	13	7
66832113	588	415	136	26	6	5
18399467	313	209	78	20	4	2
90441539	255	139	94	16	4	2
67025201	546	371	124	40	7	4
8885174	1251	700	397	100	24	30
6378199	1939	997	742	174	18	8
6009237	767	364	291	90	14	8
69145782	153	88	50	14	1	0
13661401	1104	563	411	100	18	12
65610360	209	133	52	19	2	3
90295629	168	137	24	5	0	2
83068549	176	98	61	15	2	0
19638236	309	215	62	14	3	15
