9033708	912	722	137	34	7	7
69290600	629	508	105	11	2	3
92480891	142	119	20	1	1	1
77249373	105	86	12	5	0	2
74605692	262	199	53	6	1	3
5638819	1093	629	346	65	21	32
90501384	68	51	14	3	0	0
66617137	203	175	12	11	1	4
92266093	111	96	12	2	0	1
63236083	198	152	35	8	1	2
19643664	552	440	93	11	0	8
33575469	278	227	44	6	1	0
90101493	115	105	8	1	1	0
77278916	116	92	18	2	4	0
4717483	359	223	84	40	3	9
6184500	455	352	61	31	4	7
15908890	4249	2857	1084	213	49	46
76998819	96	65	22	6	2	1
72476515	195	133	40	10	5	7
66596123	675	455	178	24	8	10
66862539	3704	2189	1218	214	41	42
19322600	572	373	141	31	11	16
79449804	429	301	101	23	3	1
92074989	91	69	17	4	0	1
32548173	790	505	233	42	6	4
83500387	156	110	38	5	3	0
76854134	367	305	51	9	0	2
67138913	381	284	71	17	5	4
27248517	898	613	221	47	13	4
5165502	655	424	170	36	9	16
66376265	384	302	46	26	7	3
66631888	120	106	7	5	0	2
77259872	76	65	8	2	0	1
17228166	1404	1188	169	35	8	4
76658118	99	70	20	6	2	1
65812944	210	137	53	13	7	0
8868389	1316	804	219	125	56	112
91928037	141	107	26	6	1	1
21596832	465	302	123	31	4	5
15871581	506	309	144	41	2	10
9071330	1138	698	325	75	15	25
67556261	195	129	49	11	2	4
75144868	228	193	22	9	1	3
24769441	487	379	83	18	3	4
5867605	661	370	124	57	30	80
24077779	288	198	61	14	5	10
69537045	197	149	39	5	1	3
58014518	179	124	35	15	0	5
17187282	463	306	113	35	3	6
75691276	67	50	15	1	1	0
90444171	209	204	3	1	0	1
70767119	127	97	23	3	2	2
67630135	274	208	40	19	3	4
15094438	361	259	78	21	2	1
70002678	67	47	17	2	0	1
15095024	1757	1088	496	107	27	39
21584102	2080	1317	567	107	31	58
24508627	1006	581	322	78	13	12
22369900	1143	747	274	76	17	29
76952651	95	72	14	5	2	2
79420355	244	156	68	11	6	3
76838361	182	137	39	5	1	0
77455621	423	259	122	36	3	3
74602502	940	810	81	31	7	11
18518363	3168	2331	653	137	32	15
5733236	662	344	253	54	7	4
91945656	164	141	14	6	3	0
10341059	285	182	80	21	1	1
17999384	1214	755	316	84	28	31
23967372	983	653	234	64	14	18
57411148	646	406	191	31	9	9
6062484	1854	1072	505	140	60	77
57698657	905	558	247	70	11	19
79282973	141	97	37	5	1	1
75157285	395	342	41	5	3	4
79215975	121	80	33	5	1	2
6379236	3846	2790	781	201	34	40
59118553	327	218	83	16	8	2
21341829	802	494	194	71	15	28
59116703	908	593	256	47	5	7
76676515	79	43	34	2	0	0
91607397	73	48	14	6	1	4
22585879	520	344	122	34	8	12
