83506448	324	197	100	19	1	7
76995247	421	259	123	22	8	9
91036928	210	110	85	8	3	4
20895354	1453	912	445	66	16	14
18113072	6547	4200	1653	458	112	124
8996458	6526	3600	2141	609	89	87
5449042	5337	3346	1409	415	85	82
24505525	1902	1108	578	144	34	38
24637169	1704	1009	523	113	23	36
24822160	1780	1044	573	123	16	24
27294995	1142	693	328	77	18	26
33599712	2530	1361	922	198	27	22
59193016	2366	1496	622	190	37	21
75155036	387	240	102	33	6	6
18501478	3264	1896	958	256	68	86
67919122	486	293	138	41	5	9
6110613	3864	2161	1182	351	76	94
14684855	3952	2464	1009	313	80	86
67594881	498	311	123	39	11	14
19121895	3554	2227	966	288	40	33
23559889	861	589	214	38	8	12
73516230	55	43	8	4	0	0
55601946	2762	1488	975	230	32	37
18500454	604	306	221	52	13	12
59278609	1078	584	362	91	12	29
6336525	8204	4487	2690	749	144	134
23873880	3224	1926	971	242	53	32
18181556	3435	2136	863	279	78	79
21382951	2816	1637	897	198	40	44
66565605	1063	784	205	42	15	17
92571232	44	40	3	1	0	0
24336209	1223	932	194	60	24	13
26233952	2544	1751	537	160	53	43
57747216	553	325	176	38	5	9
6089911	2739	1083	1173	330	67	86
75666601	468	277	147	24	6	14
66131507	1048	574	347	80	16	31
76745665	453	313	104	20	8	8
5189894	3726	2203	1083	337	58	45
5213588	662	327	234	69	12	20
93616072	53	25	23	4	0	1
4677920	8466	5046	2260	839	165	156
90273236	122	67	41	7	3	4
61506922	273	165	72	21	8	7
76900573	364	205	114	29	6	10
6110614	4385	2266	1469	468	90	91
5575882	13004	6559	4560	1465	255	165
5314832	8534	4482	2731	977	189	155
4043482	9517	4724	3373	1087	195	138
45259314	3511	2535	690	211	40	35
67757895	449	213	153	48	4	31
20916721	1295	979	138	90	25	63
18421077	112	58	38	8	4	4
3087064	5331	1735	2350	892	174	154
79452625	572	302	165	70	19	16
4689791	1653	791	589	232	24	17
5986532	852	428	284	99	16	25
73422663	516	245	187	54	17	13
9792538	6158	2855	2338	720	151	94
93237665	28	24	1	1	1	1
3115993	2274	966	904	286	58	38
22961531	442	233	116	58	12	23
21041516	1050	622	288	86	19	35
24808779	90	53	29	5	2	1
65305175	668	325	244	57	21	21
92056433	28	20	7	1	0	0
10339823	511	334	83	43	12	39
16738869	227	138	61	17	5	6
76884102	66	42	10	12	0	2
80547452	96	51	32	7	3	3
93235331	27	12	11	2	1	1
4621391	13896	6385	5007	1992	306	206
90454194	97	53	24	12	5	3
32615236	596	281	178	75	21	41
18675694	940	555	236	88	28	33
24955626	341	160	111	41	15	14
22380804	1760	917	532	214	48	49
83608552	31	30	0	0	0	1
4171217	305	173	93	29	5	5
