22912244	4348
5514678	8046
67755436	1063
80535109	209
66849507	1388
2244616	8233
76664560	673
76854243	117
92049234	260
43606310	1139
19819159	347
91587671	74
66879626	821
20946806	489
22660738	329
18604155	385
24616688	372
2012911	604
73423036	143
26975974	316
18615887	21708
69677262	2814
13876883	8794
66831905	2042
69231115	1119
17647597	5398
6061638	8689
57503397	1864
17190498	5259
23735418	2081
22798132	4203
44389259	3130
70142460	1317
79602471	437
24942816	4334
77275298	534
23436398	2437
6140602	963
21213568	1595
13881219	2961
56526011	830
20917712	3527
4172657	2008
82877344	365
8006068	877
91015778	186
73418365	518
6008006	1195
70146149	437
67188038	459
82691009	402
19351344	1860
69512475	184
69074927	547
21942705	276
59273375	776
5422403	1873
72355789	388
23100587	399
76728530	379
90369868	115
14744053	2739
3075064	534
21121330	1224
2644510	558
4111271	680
59270634	375
6008470	217
68246520	169
68209468	224
69954336	306
6165656	465
68209993	262
5973691	333
20916613	590
3294169	403
21302068	1384
21401559	238
4732918	705
66968211	291
73588783	77
8021121	543
90970265	125
8896168	183
41372425	278
19096741	1093
23218522	6422
69648904	558
66396291	876
69877606	117
5878554	6709
23481472	2518
58132926	1201
63061961	925
18543137	1609
23978880	3122
67607751	1332
57503551	1532
69702517	531
70429659	732
66131382	1498
66685477	313
16981169	2428
76848692	1961
68066252	769
5660730	1516
22072153	2850
67095694	524
20889050	7679
22393028	2369
21751693	984
2087128	3237
4672473	2343
8965278	1883
23595087	1749
68193713	605
17708177	1921
69551919	452
76987797	314
5245120	1129
4101041	709
19574813	1430
21065367	5123
5627771	564
76828652	104
58020467	482
91654668	100
18772777	924
67400028	1013
2103487	1398
5322099	919
19409686	692
17186607	1077
75193309	102
24646782	1485
19617162	1006
18421600	2947
3120751	3100
67278613	87
13873435	792
21336675	2108
65930568	163
6138542	975
13665903	404
562821	929
27027842	431
23564961	296
67622595	224
32666697	352
69686317	522
69533399	123
23476094	715
57509425	209
90996872	103
67605144	190
22303135	376
583539	1187
65504326	249
71005594	100
69868695	421
21649203	15023
13861802	6455
92026252	186
21906234	1138
67955376	375
57290376	611
37765452	5850
21720996	2779
5148607	6161
8646993	1248
93321072	112
58601668	2084
69643710	314
80550255	211
18245413	2543
24941003	1445
58465119	327
75096430	36
19595075	2302
5283090	2230
69238788	443
11557516	3569
90931106	47
90356311	249
69285849	944
79276468	324
76926384	250
65419662	569
5366042	3372
66335929	556
67469686	265
67724527	504
80619103	115
91041577	81
4733611	1148
77031668	64
5540915	826
69851142	273
66521235	102
8933417	577
8036051	205
67557352	113
67562571	317
4655507	804
23749921	250
37944091	483
66240166	2798
45829706	2292
72358729	915
19315775	4264
2224660	2236
8065409	8654
67916727	768
18714439	6210
73576780	439
69333929	6281
66656003	695
22396879	1212
26231581	6490
13768330	3214
13828409	2685
23111380	2111
24610507	1745
17857938	4076
10655653	4280
5466901	1442
69428802	424
23495846	256
69926863	1876
69042636	540
90600594	106
23515249	1702
77487233	252
73570762	257
63036726	1304
70864650	131
6600317	4452
5185389	2107
9043548	1896
66384258	117
67896662	218
90411579	136
28632693	1598
20904711	4480
91877512	80
18637706	141
27169678	1076
66105440	424
69139982	248
19288483	1208
6028527	339
15855782	983
22689514	371
2247697	538
92520424	41
15962975	452
66280804	368
26915127	203
21344107	131
81267033	52
91623526	40
90402644	63
57282124	1760
32775299	3454
22658108	6110
21049219	7218
68239567	733
1965565	3854
76087586	546
24630651	2071
18129984	4998
27014502	2119
76084188	196
58040890	739
72340686	590
80321282	502
19663098	3859
57299603	2188
72356272	182
92154276	88
501343	3087
69291207	394
18607407	2287
20721356	1331
17655705	888
70448843	153
6851102	1439
19634573	1594
76669415	440
23421652	888
4099628	674
13915890	909
91925978	132
15130863	8114
79684393	31
22399299	787
79257052	73
4123082	2955
6152684	4703
92512790	100
71004535	246
80529761	50
16787354	467
76926129	160
5142976	4388
90108145	68
6298545	478
8923359	756
10336526	196
4190857	365
66648869	773
5140450	725
16793985	178
6584828	780
71490777	128
19226753	169
24933636	826
79233760	134
67140744	158
32517135	261
20851394	343
14875920	187
3278875	1064
8998996	334
21192681	755
65599961	158
6111678	6027
76847054	757
90463584	318
8077064	5695
4505769	3203
17889474	6365
58965149	1003
77242899	481
90995562	479
69082472	766
59272984	1717
21051437	1404
3496786	2527
75713023	287
79415821	318
18477209	3942
23212718	578
92773941	260
91643892	118
19684259	6058
18055721	1499
6152682	8794
68170963	583
91005160	78
66418345	716
76961537	245
73573041	504
18723439	2055
32579346	845
24057746	954
3071557	1298
67232504	4106
38216034	1429
6152649	6912
32713184	517
65097649	285
4501088	1403
14729771	595
23007636	1294
75713015	270
21787046	870
66715197	575
5219437	288
16992475	509
23013966	342
21333304	509
21278283	697
19437333	613
16992075	1789
5668432	3614
18182063	1204
10336320	1319
5624515	758
3917686	406
32447570	333
92419895	37
585011	873
69266800	109
5156345	411
5557734	312
67938357	402
92252304	126
11577586	727
67094930	117
17821871	214
61103338	866
57430849	501
68167591	140
19369848	468
501788	675
66540553	79
14725550	206
69213692	103
18638279	480
2800480	1016
67218964	988
24069759	5109
76720327	474
3866794	8360
59347778	1701
69210476	2543
4078315	12401
23405398	5029
57878168	1702
24772136	4900
10654959	7017
90576313	116
45344907	2361
90911754	115
73395958	378
19635046	5829
15867345	3762
66261804	1115
67630964	1396
21403307	1256
21334012	1844
5668421	10930
22142687	3591
4745944	1587
6080649	722
24820283	2222
73428532	473
24597548	739
76874406	237
5454259	2012
67206748	1368
8715855	712
27162896	493
6031062	2596
69076754	170
21274818	2711
21309508	764
20881138	2249
13969883	324
24727648	507
22969452	674
69243527	232
41830580	513
15928770	3141
