93234469	4944	189	3543	1073	860
91609142	26088	399	18535	4503	5064
17159209	491277	370	14268	2931	3710
23231330	85848	345	12223	3243	2418
67231719	15832	122	3811	1113	1010
69715472	11648	108	4609	920	1115
46978421	4297	53	848	331	248
65697224	165368	839	32276	8047	7550
80619017	70620	290	20978	3830	4950
92440045	20140	516	15994	4707	5213
73388133	32288	306	15013	3082	4556
92122825	20027	245	12236	2354	2918
92781224	18671	337	12827	2491	3013
77261900	24213	219	10543	2290	2739
26987477	55598	177	4575	1430	1484
69279102	14216	108	5646	1258	1342
92265327	8983	104	5427	1267	1627
57773506	15352	131	5055	1237	1258
81002529	13913	110	4510	975	1127
14725077	262528	182	5779	1235	1276
92746966	3421	86	2586	860	705
19225874	79498	77	3783	699	929
93749957	1049	206	1036	779	184
92152427	3274	34	2016	484	503
92421259	53066	1097	47056	11444	15227
26232197	142722	464	18059	4598	4368
70429659	56984	640	22232	4912	5188
21146692	204594	369	13000	3264	3340
27234469	147914	343	14122	3088	3335
83473967	19459	201	8361	2198	2828
65713743	62195	119	7286	1478	1821
69779010	16808	172	5879	1279	1630
58071451	32499	137	5749	1241	1516
45301512	64411	149	5902	1346	1435
43618952	47208	99	4252	885	1141
91884193	9018	153	5384	1205	1223
90497805	6672	95	3933	869	958
24819364	37629	86	3081	756	775
79362124	4981	69	2181	561	580
68231210	5323	69	2617	502	630
9518720	45606	68	2997	562	716
20904310	36091	28	1322	316	371
57307082	11471	53	1534	361	359
93498720	2453	35	2392	237	330
66767142	117775	711	26013	5717	6288
67208473	45698	511	23523	4728	5755
69904072	38074	303	16107	3334	4209
21678383	261370	284	11710	4476	2288
5256874	444333	337	14813	3199	3649
92781803	7634	181	5400	1690	1623
26955721	74963	188	12663	2063	2277
92618518	9098	203	8681	1608	1775
15102581	117720	174	6668	1539	1603
76991210	10168	105	4111	985	1054
27263281	34714	123	4341	926	1145
22652933	76582	92	3796	866	993
67749609	31040	13	508	101	124
27238069	170544	522	20385	4651	5014
80612185	53782	405	16324	3520	3671
90023655	22704	325	13151	3062	4010
74599978	37807	279	14306	3079	3532
18899984	183253	272	16345	2436	3224
92780027	4339	301	3962	1975	1717
27392873	87405	161	6291	1414	1438
58922931	39391	143	6593	1451	1588
67083790	23427	108	7315	1317	1916
27034054	82511	175	6559	1309	1608
83364556	22432	162	7971	1379	1800
76899355	14700	106	5339	1045	1400
14657967	168844	83	4445	935	1113
28592387	63952	111	4272	895	1031
90044586	7465	84	3768	843	947
91921442	6603	98	3999	739	943
32841388	47673	120	3282	804	821
59120664	24671	64	2572	631	650
18282726	75282	68	2223	555	559
18771334	39273	42	2277	551	573
23984250	13598	50	1994	496	495
15857294	50176	42	2049	462	506
17948659	135426	62	2228	506	524
19428369	27596	35	1381	367	397
21745704	94350	24	1494	262	346
22405128	302032	29	791	155	179
68156682	32848	269	10017	2545	2662
27255437	130987	281	12126	2607	2996
68069128	32705	330	12607	2854	3177
22423924	64032	102	6318	1193	1754
20900449	155036	132	5615	1286	1489
67361619	16485	105	5135	1044	1255
81268711	13797	113	4988	1070	1196
13823016	27616	95	4169	816	1053
5366714	96773	90	4760	812	2266
66382687	10000	66	2836	768	710
92074429	4363	57	2671	580	826
8620143	144411	74	3517	735	945
2768503	59458	82	3142	648	701
16721357	93663	58	2668	548	642
27267468	25026	95	3116	553	759
65924826	19272	40	2303	450	618
14709401	184487	50	2641	604	622
67737592	17535	44	2032	431	569
67924245	17561	66	3656	543	742
13896035	110694	23	1639	332	389
90477329	3083	33	1531	288	391
13856381	105696	29	1071	251	253
92627209	671	37	641	271	221
93690224	9943	642	9615	4768	3519
27163125	247805	535	22284	4788	5548
43616597	155300	369	16998	3710	3865
75092272	36286	415	13987	3269	3715
21336956	315115	217	8795	2252	2576
68174695	44450	266	11998	2456	2989
72447153	18804	176	7521	1586	1853
66466708	25189	121	6134	1273	1526
32499199	85690	116	6028	1296	1484
66458486	20776	125	4085	1137	977
24288353	57724	119	4950	1033	1359
20823737	154856	176	3907	1310	1213
65552963	37785	60	3829	770	1040
25165420	21547	57	2655	655	771
17985390	116281	60	2778	566	758
48547757	50915	54	2477	522	606
81516460	4820	38	2085	460	506
6856444	88008	31	1481	345	369
34751305	43371	28	1178	263	274
91956910	1379	44	830	261	246
45829444	340266	536	25176	5660	6339
91892411	10782	228	6937	2360	2349
48216896	83672	219	8869	2205	2283
15866661	330022	233	10564	2089	2343
92903630	8674	176	7810	1731	2347
67622780	44898	162	7183	1435	1788
69456725	16841	105	4943	978	1154
67823578	27422	168	6710	1467	1536
17995315	291779	134	4420	1064	1085
6504666	189776	81	4008	830	1029
59167934	24122	119	4647	869	962
13850591	160561	93	3775	864	821
27296734	35643	61	2793	624	639
19792791	35107	30	2248	644	501
67788628	5857	54	2079	433	544
67274475	10619	32	1419	322	377
9382644	55388	47	1562	383	432
58346099	6838	41	1217	326	300
90967269	3149	40	1503	362	379
93299949	1982	43	1463	337	400
19595813	48897	41	1066	258	272
23089295	15157	32	837	324	193
93418758	770	27	733	217	209
90928005	949	11	516	113	120
69021081	99489	698	27272	5992	6678
69035335	44340	314	17164	3960	4396
79414839	41455	434	16211	3646	4112
79621288	34603	265	11413	2671	2883
92476624	23856	312	12506	2667	2971
23248617	249664	290	10675	2381	2679
27255351	123777	166	9989	2132	2558
24087764	115876	168	9445	1779	2369
69035954	22696	158	8014	1568	2121
75156617	9536	134	3870	1313	1199
76869393	15014	135	4718	1036	1140
21026688	147620	130	4943	954	1158
22011195	105227	87	3769	870	924
21159285	101166	158	5372	906	1375
24953081	49158	82	2294	590	727
66995654	11427	62	2559	510	598
68248214	4379	40	2029	453	505
4232634	45654	36	2062	447	513
21162973	34739	56	2124	428	448
5215807	34488	51	2067	418	528
69115325	7433	29	1963	394	480
21919631	76049	69	2111	436	617
19417367	39081	43	2056	399	561
57046879	27330	53	2085	407	603
18595362	40482	62	1839	388	434
5736433	29487	33	1150	290	326
13839503	39046	25	1564	245	304
5160825	104464	13	1511	152	408
65495428	33482	26	1693	200	266
83539621	3794	12	1423	157	301
67588146	4913	21	860	192	225
91027552	1282	15	642	142	154
23605773	11411	11	556	119	131
67648305	2090	7	579	77	128
74560161	124481	561	34591	5748	7929
47218964	242612	463	23837	4879	6259
92927616	21865	404	16042	3194	4187
58389026	83524	364	11540	2955	2878
69126951	28259	336	11422	2708	3214
93262158	7793	226	7174	2141	2451
22829196	265903	241	14537	2356	3608
77612184	23450	219	8482	1910	2086
92370548	12377	144	6497	1372	1583
26964495	132098	136	6416	1348	1674
71405969	19430	146	7316	1321	1495
23684213	197885	113	6127	1296	1547
43624831	50316	107	5271	1114	1385
18287753	133257	84	3782	946	858
6313910	199177	46	4217	838	976
66758398	60148	123	4005	929	981
6225751	153563	72	4533	917	1024
23511779	65308	61	4676	635	1246
68024962	8144	59	2382	533	631
83541243	5957	68	2642	564	680
65395705	21019	35	2551	514	546
90512322	5253	64	2530	565	627
68968050	8621	57	2546	579	601
5319535	125999	53	2663	530	657
19294936	147992	57	2401	494	563
18595338	66382	34	2096	428	510
91011076	2094	44	1319	392	350
2421601	41295	46	1904	408	495
69130925	4719	39	1619	388	402
70897453	3327	26	1175	305	266
93583670	1137	42	1113	336	233
17929007	29601	36	1116	284	259
23416918	13220	24	988	208	278
21659916	101663	22	679	168	157
1933252	648	19	561	174	224
66822773	3012	7	523	104	138
18533886	209762	396	18839	3970	4680
4047184	160154	195	7789	1651	1848
22582254	294953	191	8145	1633	2090
67521783	19400	108	3577	1058	1023
5736183	164408	78	4569	1097	1104
5730563	211252	127	4382	1142	1065
59091039	41329	77	3028	682	791
69852148	10792	58	3626	734	950
2502682	87827	58	2701	600	745
67508848	7724	71	2647	610	664
18526231	105726	68	2640	665	589
65739773	65080	111	3460	749	833
21983738	69611	46	2615	536	694
5319529	137118	47	2818	526	715
24111677	48417	64	2555	547	587
22878657	80136	60	2453	523	621
21109296	100300	67	2496	566	609
67729623	23377	80	2525	673	613
21363556	91182	75	2667	589	624
17233210	154314	51	2089	464	546
66640740	7393	99	2039	718	526
65607398	22121	38	782	501	92
6313918	109571	39	1761	360	438
14157255	69309	42	1440	351	420
65546881	7948	44	1219	374	288
65878184	7053	32	1380	279	338
16978160	88380	36	1262	217	263
18251485	34410	13	907	225	196
90527901	1576	28	862	206	183
23042190	10083	14	758	168	167
5683112	25228	17	729	154	178
69836513	1435	9	444	81	112
67161319	2480	8	363	79	122
23684229	487794	549	22696	5261	6255
22677653	388235	303	15669	3262	4003
14721281	627856	244	10068	2286	2482
48232412	46354	170	5890	1565	1978
66294361	85614	119	6099	1149	1603
90986884	8958	118	4773	968	1102
14704224	67677	131	4206	988	1199
