92275194	45812	812	36280	8210	9080
67289051	16899	183	5885	1431	1184
82295214	4492	71	2731	734	724
21173577	765505	716	37931	7363	9574
5275754	1223391	551	25920	5698	6391
21225390	338988	266	14104	3036	3491
90997201	13392	183	8417	1986	2006
18201820	412917	237	9162	1920	2322
75107881	22390	130	8369	1649	2091
22360812	15005	48	1673	389	437
22656889	193694	148	9171	1868	2530
71387769	27854	535	9062	2872	1324
92080891	8957	162	5433	1448	1365
27304177	72656	185	6797	1531	1715
90917482	5384	44	3094	620	792
5420800	1310614	365	19763	4020	4953
69623469	14388	84	4748	838	1108
8249113	949939	387	24773	5167	6245
45687893	102945	605	16188	4233	3917
80541142	22886	156	6602	1389	1698
68121097	6819	19	1047	212	305
32333218	128516	454	17637	4153	4420
3648307	852824	349	15024	3440	3361
22167244	105946	210	8860	1793	2183
23076921	58113	75	2821	611	741
66259597	7487	36	1787	411	485
57633972	7535	29	1045	270	279
504177	1044886	342	16517	3833	3976
67707258	43960	264	14948	3050	3615
67695267	55195	356	17701	3140	3885
68150087	28470	171	8013	1873	1982
22637736	118221	206	6832	1697	1630
2042965	429971	121	6157	1285	1540
66139048	41566	63	3073	815	866
32498140	30803	83	3692	877	971
67352398	24046	75	4176	884	888
20700932	92619	93	3004	715	748
67280031	11145	44	3241	527	543
58316064	4796	12	709	199	206
65612142	144091	391	18831	4349	4508
73603486	43668	257	14844	3156	3611
66138804	21517	160	6665	1634	1904
69284766	35018	314	10875	2172	2616
65631340	26323	124	5310	1147	1410
91011407	7724	67	3731	638	824
37947393	14414	33	1831	377	446
32314424	15417	10	560	130	121
83097187	57770	403	19989	4628	4478
90336118	35387	305	17982	3833	4271
18325667	307882	219	9763	2215	2285
67759940	44608	94	6634	1380	1506
10342437	322317	176	7429	1527	1823
92202802	14464	227	8334	1612	2249
19477988	212004	198	6673	1620	1633
4170587	283246	227	7427	1806	1693
28637113	89875	119	4056	961	1030
17755001	164958	59	3247	641	829
69563446	41036	358	16829	3571	3885
38319443	132237	274	13124	2686	3172
69593795	19342	105	7753	1442	1851
4708474	254768	116	5194	1205	1281
17874760	196173	111	4197	916	1115
13765120	322422	69	4084	768	1007
91995238	3025	58	2027	563	516
93181835	15260	273	13993	3575	3915
68184773	19096	122	5902	1347	1479
79586408	17600	109	5975	1197	1478
24630627	89961	123	5446	1068	1391
48318627	17270	100	3718	908	858
67825571	25729	109	4688	1068	1048
67134387	21446	60	3595	746	929
4543344	81056	110	3689	870	833
20684772	77628	66	3261	794	791
6163777	207799	61	2838	517	677
23401945	55520	51	2331	479	583
67961388	5618	38	1774	422	448
69162368	787	15	301	87	84
2533408	1462580	402	19822	4520	4843
27162905	145433	548	18992	4419	4771
69645912	24607	103	9445	1495	2275
507343	163706	160	6004	1327	1462
77451431	14192	83	5847	1035	1308
76944825	12171	92	4369	871	1223
507269	164321	95	5198	1032	1426
69339622	7220	86	3114	699	876
65439359	25597	58	3161	618	825
27499981	48201	58	2796	532	682
4686751	16103	26	864	249	182
21850159	6685	15	406	112	88
