90382797	None	None	None	None	None
66906105	11619	88	2962	806	791
90947180	None	None	None	None	None
5282905	317806	282	8717	2090	1907
23908104	67770	121	3930	930	1008
75125394	13352	270	7806	1886	1896
4213896	202253	223	6653	1660	1621
92773594	None	None	None	None	None
67254093	23570	273	7567	1680	1837
18222137	48998	47	1914	413	418
23364056	18280	38	1293	362	329
20927630	44817	27	982	188	206
28593796	90727	231	6626	1472	1612
69097175	9831	93	3761	929	967
68177081	8465	100	2819	746	669
19793506	13578	25	794	183	203
