90558249	None	None	None	None	None
91907668	None	None	None	None	None
24608007	272266	835	31826	7067	7432
2186323	588581	380	12729	3190	3314
32527320	127027	300	12418	2828	2976
24309683	170367	294	11704	2739	2833
90058076	None	None	None	None	None
505235	223231	176	7919	1645	1644
90495633	None	None	None	None	None
17180270	296642	152	5497	1253	1402
58415817	21953	120	3195	1045	802
22517173	58879	96	2528	812	622
93201231	None	None	None	None	None
66776877	11166	65	3138	626	566
20926167	887900	1797	66444	15296	15234
4223460	1534704	1096	40147	9266	8782
11575638	1138389	863	32082	7136	7909
66885258	180271	633	33431	6411	7529
73396516	33306	955	18415	6060	4117
22800138	186600	620	20079	5138	4751
79260234	55407	824	29075	6427	6700
13884647	998922	562	21152	4887	4840
21730061	403636	520	19224	4676	4632
91919689	None	None	None	None	None
24258140	225607	517	18450	4371	4484
90362972	None	None	None	None	None
68107295	61611	561	15165	3500	3573
18122967	240648	361	11520	2922	2407
8898289	237925	240	10638	2441	2645
23875177	139128	308	9505	2341	2118
22807288	175680	230	7637	1855	2102
57387467	41471	216	6802	1781	1513
19146584	272135	180	6499	1553	1712
22567564	68931	158	6264	1499	1526
20842584	171272	174	5847	1460	1442
18337230	137565	135	5259	1297	1222
23417348	80048	116	4521	1076	1085
18707544	110858	108	4212	937	1013
32473230	207725	123	4296	962	1033
73423551	7071	107	3737	861	976
91622243	None	None	None	None	None
63981777	14964	83	2248	637	638
5364466	27597	80	2850	552	884
69602203	2312	37	1223	257	307
82880889	1123	9	614	122	168
59252131	273834	817	45100	7488	9234
23911969	354510	478	26277	4588	5702
24959464	7084	756	6477	5953	381
51439081	166651	457	24936	4224	4769
90969607	None	None	None	None	None
58322310	133163	391	20867	3810	4711
90477488	None	None	None	None	None
66870444	45766	477	13533	3282	3135
77246900	4792	187	3708	1303	922
22975446	167818	238	8160	1790	1925
90475416	None	None	None	None	None
18106405	115027	176	5308	1419	1337
69624138	12996	182	6828	1472	1468
69750157	9402	156	5543	1323	1363
92617003	None	None	None	None	None
66879033	28409	114	4617	1017	1216
69723223	7263	156	4216	1104	997
21953276	105965	230	7670	1826	1783
27247983	19113	94	3747	816	901
66642895	11728	82	2555	701	658
69107343	6299	81	3002	612	744
69611800	5532	70	2493	482	621
65323495	5547	23	1105	276	327
32419566	286944	1124	35944	10632	7568
43559690	198663	926	30660	9014	6435
5867826	2553387	719	34335	12437	11167
90500089	None	None	None	None	None
43557679	265467	551	19581	4502	4754
23925983	341432	315	19920	3221	3735
