93347730	6480	480	6436	2418	2158
6237221	59280	324	8076	2369	2180
93431005	2592	300	2592	1214	584
24804348	31022	198	5118	1089	1283
90577425	35903	623	25767	4160	5615
69766674	8935	184	3523	882	773
76839581	90275	1660	40091	10400	10275
6089911	405912	830	20486	4479	4708
92104837	8626	344	7721	2400	2430
90486016	12566	347	8520	1944	2009
90465678	7528	284	5641	1543	1389
9292340	61797	201	3739	999	959
21939018	38308	91	2260	558	534
5657797	207167	618	16974	3846	4210
4206671	14687	147	3425	2145	521
91622963	6087	178	5103	1068	1533
8063997	205537	151	3127	782	778
18145065	137969	100	3017	634	656
79592630	14113	273	6434	1519	1538
14748486	112070	169	3675	904	809
21626910	77819	140	3011	701	739
9856373	28458	95	1876	579	459
66591058	1965	34	762	218	195
17630825	231515	363	7452	1638	1640
90413257	10410	288	6569	1463	1024
21791768	87410	188	4944	1325	1361
22440943	45768	173	3690	956	1091
9969298	90899	117	2951	648	665
77255108	5782	80	2665	538	577
83517141	3945	97	2033	507	524
24916593	10917	29	680	135	165
3087064	514044	993	22024	5075	4966
2530168	94589	298	11538	2481	2591
45257783	20475	260	6021	1490	1319
69424008	5409	71	1914	440	448
21605203	95919	51	2123	407	501
92546620	1476	60	1209	475	388
63235543	13111	74	1455	348	360
22040545	46257	38	1743	351	326
4113264	147094	47	958	223	200
92360762	19282	377	13752	3545	3767
75132199	21161	388	8934	1976	2152
18681292	65862	201	5316	1226	1221
17784788	136187	131	4231	1027	977
65602078	38598	166	5047	1035	1262
67389106	31647	161	3584	962	819
67814761	12289	133	3658	762	881
5299484	83825	119	2919	708	688
72452234	11753	107	3632	705	796
93704249	818	82	818	521	290
23546896	88107	97	2363	499	508
4736862	114893	72	2846	560	730
92087665	3353	88	2228	476	429
93574309	856	58	856	389	423
65842616	11197	21	940	176	225
2643994	41408	34	825	206	213
66830706	16957	244	5902	1451	1432
9315113	138732	101	3988	914	1112
22739800	145799	139	4578	997	1101
79315527	7623	164	3582	893	895
3427801	117850	134	3260	756	779
66233701	15037	152	2971	692	683
65767857	22599	116	2873	679	644
18365793	67477	77	2623	565	555
68150841	4255	98	2016	447	549
77255254	3323	54	1573	384	412
83063098	2129	54	1082	293	252
20771307	19596	49	1311	285	287
17825761	21936	37	886	233	198
27535543	6217	45	1011	233	227
23118615	28950	24	1078	269	244
18418878	22023	24	683	166	150
