83506448	21997	412	13015	3236	3410
76995247	29006	596	16823	4010	4151
91036928	None	None	None	None	None
20895354	89976	373	12736	3026	3126
8996458	617548	367	13454	2998	3190
5449042	326382	285	10683	2550	2435
24822160	93737	252	9669	2233	2378
27294995	73217	259	9128	2084	2034
18113072	9520	196	5599	1809	1187
24637169	99270	203	8510	1734	1926
57747216	36192	91	3485	873	815
23559889	55014	78	3013	740	785
33599712	141985	554	18213	4528	4751
19121895	141607	320	16679	3638	4039
59193016	68505	369	14164	3626	3360
75155036	33887	431	19621	3624	4888
18501478	222836	285	11289	2619	2681
67919122	26558	478	9189	2450	2310
6110613	426633	317	11889	2552	2696
24505525	135330	290	10264	2461	2435
14684855	278223	239	8532	2040	2016
90273236	None	None	None	None	None
27304177	67714	147	5732	1440	1297
73516230	1927	76	1275	454	292
55601946	201520	611	20078	4769	4910
18500454	32630	571	17660	4501	4110
59278609	118220	439	16430	3701	3854
23873880	173204	364	15400	3289	3041
6336525	624410	321	12437	2894	2774
75666601	15952	433	10772	2747	2754
67594881	33243	303	8159	1820	1847
18181556	221501	165	7506	1718	1804
66565605	38176	171	7547	1663	1921
21382951	116348	136	5685	1288	1349
26233952	64165	90	3128	796	717
24336209	86106	95	3491	894	840
6089911	399475	621	19356	4931	4933
66131507	70101	231	10127	2241	2408
76745665	15747	267	8866	2114	2150
6110614	344835	160	6700	1465	1563
5189894	272727	153	5801	1292	1344
8225868	977413	150	23258	5057	6192
4677920	572888	336	11562	2838	2724
61506922	20348	198	8412	2288	2120
5213588	58650	47	1899	423	416
18421077	9235	48	1259	303	311
5575882	1155944	525	19313	4288	4500
4043482	881535	432	16637	3603	3877
5314832	640441	476	14136	3502	3344
45259314	250906	305	11611	2919	2697
76900573	14703	370	9691	2152	2372
67757895	28630	266	6794	1438	1558
23465656	52671	133	5582	1118	1155
4689791	147462	109	3572	858	888
92571232	None	None	None	None	None
73422663	26737	1326	16625	5825	3558
3087064	506810	722	21642	5217	5205
22961531	35471	32	2169	479	604
67422300	7152	79	1604	438	323
21041516	61629	71	2611	527	558
5986532	98231	49	2370	483	488
76884102	2301	32	962	226	212
5389444	727669	89	9641	654	1456
79452625	23893	1120	15089	3294	3431
9792538	550690	474	13068	3673	3322
3115993	241891	109	4650	1116	1024
10339823	28859	34	1388	278	265
70444583	3780	23	479	106	104
65305175	58192	451	12202	3352	2869
68150087	22491	366	8557	1897	2007
