23540188	145641	261	9372	2011	2429
66621749	31125	301	12071	2876	2918
92662079	15435	224	9463	1894	2404
91686100	9842	141	5320	1346	1478
57205636	16441	75	3719	710	860
66482104	18020	87	3513	755	776
75092761	5339	53	2757	576	836
74580052	7771	84	2582	567	617
91606868	33893	864	27013	7518	7439
23078486	95957	212	10178	2358	2955
24757056	23586	194	5967	1596	1481
79211553	17007	157	6863	1365	1563
43549632	36135	155	6226	1389	1489
92095132	6101	94	4013	1317	944
91657752	9545	91	4136	847	945
76878850	8812	90	3601	788	804
21148079	56107	70	2710	674	576
81266898	4630	57	2468	549	507
93187909	1415	32	1218	343	305
13788194	18892	29	1397	282	396
90455446	1249	30	772	188	232
76999732	50181	594	24741	5820	6569
76733837	21136	205	8021	1879	1928
57425348	23781	174	5768	1552	1443
32472317	117576	192	6876	1345	1668
77444973	13222	247	5631	1455	1007
79294870	15035	137	5061	1051	1235
23633805	31623	101	3616	836	906
69945601	9313	65	3325	661	832
75653644	4334	78	2101	578	594
73592837	4881	43	2171	512	525
92936156	2514	52	1813	413	375
80172789	7531	54	2629	505	777
93512894	1997	38	1915	364	457
80528963	51536	302	17555	4096	4109
83431351	28648	345	11973	2913	3173
76717227	18245	159	6757	1614	1579
18273502	62012	157	6780	1470	1691
58873297	51289	152	6462	1441	1576
70384322	10525	99	4383	1098	1015
76980198	14884	168	5195	1224	1161
67650860	18109	84	3117	691	730
69005259	4282	44	2029	478	518
18677085	27710	47	1884	465	462
57783197	19229	33	1977	354	460
28598276	19777	54	2248	454	509
79706751	4400	44	1601	332	350
38333147	13748	16	758	161	187
69843152	21693	217	8310	1737	1987
70440892	11499	160	5811	1247	1950
65776696	36251	142	6507	1367	1468
57974575	65231	145	5426	1237	1302
91068776	7444	113	4054	952	985
70438648	8355	68	3236	666	857
58245992	15948	87	4022	870	816
5131825	139719	78	3186	678	736
32332532	47800	79	3284	667	830
67919959	11316	80	2708	644	641
69733927	6249	77	2491	544	596
67948026	6062	46	1960	534	560
68112507	12296	59	2726	579	619
43617717	16032	63	2143	551	470
69843484	3892	58	1745	480	440
93200584	1417	26	1054	304	270
6270547	27356	44	1261	301	325
18238625	20520	15	1165	258	276
90970355	3167	27	1076	278	240
93096042	1460	27	1157	252	279
59236973	11026	20	838	214	168
9951261	17494	17	865	181	210
83502217	23826	156	9024	1866	2379
69594587	23051	217	8131	1691	1948
92262344	6345	164	4680	1416	1289
59398171	46951	153	7253	1422	1582
33639720	48610	119	5553	1030	1248
66363977	18111	144	5043	1116	1218
19624186	107899	131	4742	990	999
27426956	81123	98	4450	983	955
75002636	14223	131	5429	1042	1231
48230848	49922	103	3069	766	760
6210774	113681	108	3656	956	959
76723634	7595	79	3490	711	875
27133979	26876	76	2974	701	696
65676787	16384	83	3232	718	871
6044224	129595	67	2393	600	593
90285802	4305	65	2509	635	584
22741883	24688	55	2373	581	618
17867383	38235	71	2926	575	705
79261239	8291	73	2842	598	645
90888588	3292	49	1758	440	384
91624640	4612	42	2087	368	421
65658174	8124	51	1355	366	316
75624782	2081	33	991	300	220
5311949	43748	18	1076	241	250
6377115	21995	27	867	247	266
67687405	3535	17	769	172	197
67434083	3950	35	1059	247	237
90969572	1435	17	689	143	159
83524569	1344	23	567	134	124
90098841	65017	823	38081	7826	8917
59211999	56531	474	19443	3660	5094
69917736	47513	443	18493	3867	4330
23712412	124212	199	6949	1651	1679
67126784	55152	225	8868	1849	2128
92038211	10316	103	6187	1159	1694
66856784	12677	85	4844	916	1314
24716347	67666	131	6107	1238	1413
57864919	35904	116	4721	929	1343
92965929	2388	220	1980	1409	217
68213533	13998	116	4259	1082	956
32583935	49313	145	5518	1190	1316
66939922	19388	119	4407	1060	1043
24688679	129288	104	4400	874	1242
67243552	18212	87	4203	895	978
76750523	8933	88	3353	788	790
17642394	82662	88	3248	850	755
72470544	11228	88	3507	904	959
24916417	33801	79	2941	677	731
17962174	105472	64	2815	655	747
57948222	13234	61	2961	601	751
65794263	10901	66	2449	503	594
32307142	24652	59	2404	537	593
68982494	12665	49	2582	507	594
17823304	93516	73	2715	596	625
57764060	31736	60	2918	549	628
21138980	53930	45	2321	476	573
90046287	4419	58	2530	534	560
27516700	44157	68	2209	551	495
57402943	20207	60	1773	505	389
91913478	4693	71	2379	522	580
