陆家嘴	r801	801
八佰伴	r802	802
上南地区	r804	804
徐家汇	r865	865
人民广场	r860	860
世纪公园	r803	803
淮海路	r835	835
静安寺	r812	812
中山公园	r842	842
虹桥镇	r846	846
莘庄	r849	849
金桥	r806	806
张江	r808	808
南京西路	r811	811
虹桥	r839	839
五角场/大学区	r854	854
