79714146	330
79454042	93
83495799	84
90546245	85
92230463	79
24608007	4313
90509067	168
83549331	219
59421092	638
79414179	336
79682176	469
9003070	1750
505235	3237
66212594	193
92277539	57
20926167	16008
4223460	21209
66885258	5818
22800138	2222
91919689	734
13884647	13618
66557077	751
2186323	17883
21044246	4147
2229151	2808
69711586	816
66105005	352
65998263	319
18078897	734
20665020	1641
22723819	304
22458215	513
90278622	293
59252131	5155
23911969	6233
58322310	3582
51439081	3675
2459488	5807
58638982	1795
22175899	895
16970521	1526
4736410	1198
59206552	1902
90588122	191
64517174	247
90423745	102
22738027	641
23925983	6892
11955222	6028
69116083	373
24000937	742
17884047	1352
18295186	1738
2197414	923
18293295	1007
67399967	33
57524667	266
83472613	121
92046463	45
32337849	922
8990542	1989
2873341	21093
58322032	2796
90018113	218
90479230	803
65698783	172
59268955	640
21171716	3399
6004394	1092
18285116	248
58825603	606
19096686	1113
59286485	1158
90572732	60
18248352	137
10022193	140
22708306	237
90994941	57
23279662	236
21745704	713
18250202	103
58441500	283
66259168	65
17820531	4158
90284730	107
9898519	7212
17877057	1394
91952952	92
18576266	320
82882558	318
68070203	52
23563037	217
66607038	270
58447223	140
67409845	165
21256081	1918
59281945	3137
24319651	2163
69700292	604
5336795	2216
65970357	500
66367965	498
37932879	735
90004928	98
17820429	700
6363522	2239
27008435	2837
2696980	1212
22888728	508
15083318	613
4081276	977
90516542	348
23431955	1262
93165931	44
91901174	42
22450002	511
69649403	395
17867920	124
90089651	1635
