92729145	259
38216164	359
66406093	752
69889987	262
22689675	2719
18080179	6773
19156944	5495
24824049	3481
77261900	189
24607612	90
38076115	597
34521963	1328
69279102	130
27070617	1144
68236817	385
17617985	115
75064085	345
68942918	6956
65697224	1540
8865553	4879
56541198	1392
23972720	4064
2860426	6575
24739577	2778
26232197	1398
22393028	2369
17960248	5648
23473284	3547
68226640	2059
22349137	2124
19266076	3828
92260103	116
27512596	2095
18180837	3211
65713743	952
18519011	2059
21678383	3052
19592795	375
19794197	528
9901662	727
56157827	702
15859918	912
21647406	1380
67572000	3485
5319197	7986
66767142	1085
21720996	2779
69480991	722
52117769	1615
21649460	3637
45426598	1627
37790563	690
2122738	2346
22652933	1743
14910048	396
66964603	455
19011429	1670
19091593	1606
19478114	1325
18029329	650
57448458	662
66188924	258
18136400	716
22231975	369
33680160	9886
4127418	6396
5256874	3074
13928024	5059
68069128	1219
69808553	186
13854213	731
67083790	978
27392873	1146
28592387	393
38316972	2023
23136132	861
68929889	578
66821320	586
69743932	301
67744305	181
68073707	334
6298715	1437
5144160	443
5140468	2079
5537388	853
24024818	1866
21270452	346
19208606	892
2817748	373
19197157	505
43623575	349
23476289	277
18074021	2675
21647237	2807
32526207	3616
52343686	967
21321220	859
68008588	511
24288353	955
5502330	2752
67943294	76
20794122	2115
8672708	3186
17826881	363
67118735	593
21922183	1291
72460394	89
69471994	83
16960421	1171
27229383	1206
22835272	378
4742307	1277
32849835	191
24664578	253
13856381	681
66876037	2417
19611959	6101
569909	5426
69414009	744
67867988	386
19585835	1784
67762096	444
21680549	2675
68073496	639
32499199	2076
17654466	4226
10665396	3187
24077263	190
24327926	1429
92359442	43
2040634	5108
25165420	319
14709401	2252
66382687	189
69749107	98
67788628	128
507186	786
4109408	175
17146538	547
57380542	669
24724899	2607
23657253	2686
68156682	296
66346570	621
20916796	1566
15593051	663
6040070	1948
21727530	1139
6504666	1839
69186608	214
90584426	44
76983150	48
24066547	823
38102563	714
20938469	1011
66608467	203
23067515	497
23213565	432
67993351	369
26999160	790
4706360	750
6231672	840
21178283	205
21175486	1258
18706944	210
21352202	9068
