83506448	89	9.1	9.1	9.2
76995247	88	9.0	8.8	9.0
91036928	90	9.0	9.1	9.2
20895354	89	9.0	9.1	9.2
8996458	88	9.0	9.0	9.1
5449042	85	9.0	9.0	9.1
24822160	85	9.0	8.8	9.1
27294995	91	9.0	9.1	9.1
18113072	88	9.0	8.8	8.9
24637169	93	9.0	9.0	9.1
57747216	88	9.0	9.0	9.1
23559889	79	9.0	9.0	9.1
33599712	69	8.9	8.8	9.0
19121895	34	8.9	8.6	8.9
59193016	51	8.9	8.7	9.0
75155036	81	8.9	8.8	9.0
18501478	90	8.9	8.9	9.0
67919122	88	8.9	9.0	8.9
6110613	92	8.9	8.6	8.9
24505525	86	8.9	9.0	9.0
14684855	89	8.9	8.8	8.9
90273236	76	8.9	9.0	8.9
27304177	80	8.9	9.0	9.1
73516230	82	8.9	8.6	8.9
55601946	66	8.8	8.6	9.0
18500454	85	8.8	8.8	8.8
59278609	84	8.8	8.8	8.9
23873880	39	8.8	8.2	8.7
6336525	88	8.8	8.8	8.8
75666601	83	8.8	8.6	8.9
67594881	88	8.8	9.0	8.9
18181556	89	8.8	8.8	8.7
66565605	88	8.8	8.8	9.1
21382951	86	8.8	8.8	8.8
26233952	90	8.8	8.1	8.5
24336209	85	8.8	8.9	9.0
6089911	54	8.7	8.0	7.7
66131507	87	8.7	8.9	9.0
76745665	77	8.7	8.8	9.2
6110614	93	8.7	8.8	8.9
5189894	85	8.7	8.9	9.0
8225868	88	8.7	8.6	8.7
4677920	85	8.6	8.5	8.6
61506922	143	8.6	9.0	8.8
5213588	27	8.6	8.4	8.0
18421077	28	8.6	7.6	7.5
5575882	89	8.5	8.6	8.6
4043482	92	8.5	8.3	8.5
5314832	88	8.5	8.5	8.7
45259314	99	8.5	8.4	8.7
76900573	87	8.5	8.4	8.7
67757895	85	8.5	8.4	8.6
23465656	74	8.5	8.2	8.3
4689791	61	8.5	7.9	8.3
92571232	35	8.5	8.5	8.5
73422663	100	8.4	8.8	8.2
3087064	64	8.4	7.3	7.3
22961531	83	8.4	8.1	7.9
67422300	57	8.4	8.8	8.3
21041516	31	8.4	8.4	8.4
5986532	26	8.4	8.1	8.0
76884102	28	8.4	8.5	8.2
5389444	86	8.4	8.4	8.4
79452625	46	8.3	8.8	8.6
9792538	106	8.3	8.6	8.3
3115993	64	8.3	7.9	7.9
10339823	42	8.3	8.1	7.9
70444583	44	8.3	8.3	8.4
65305175	199	8.2	9.2	8.4
68150087	85	8.2	8.6	8.3
