92755406	127	9.3	9.4	9.5
4169377	65	9.2	9.2	9.2
8629576	658	9.2	9.4	9.1
10021108	70	9.2	9.1	9.2
15090062	80	9.2	9.1	9.2
21035069	367	9.1	9.1	9.1
76680217	229	9.1	9.1	9.0
32338381	329	9.1	9.1	8.6
6429674	148	9.1	9.1	9.2
4023775	1121	9.1	9.3	9.2
4663146	1159	9.1	9.3	9.0
5591028	66	9.1	8.7	9.1
93779684	117	9.1	9.1	8.8
22914250	87	9.1	9.0	9.1
77593798	126	9.1	9.1	8.9
93345968	71	9.1	9.1	9.0
76085110	77	9.1	8.7	9.1
2369023	64	9.1	8.2	9.0
14734803	169	9.1	8.4	8.4
58344091	77	9.1	9.0	9.2
16213223	65	9.1	9.1	9.2
21593760	45	9.1	8.5	9.1
73566921	45	9.1	8.1	9.1
3029089	29	9.1	6.0	7.6
17182037	115	9.0	9.2	9.0
19291562	190	9.0	9.2	8.7
76836809	266	9.0	8.5	8.0
18691561	84	9.0	8.7	8.7
3527989	351	9.0	9.1	8.8
66755991	253	9.0	9.0	8.8
18991088	850	9.0	9.0	8.8
5533680	90	9.0	8.7	8.5
21129800	130	9.0	8.7	8.5
91050993	520	9.0	9.1	9.0
91036101	137	9.0	9.1	8.9
3341992	89	9.0	8.5	8.2
23484815	147	9.0	9.1	9.0
22171611	536	9.0	9.1	8.5
67499671	72	9.0	8.3	8.9
20930088	263	9.0	9.1	8.6
13797096	84	9.0	8.7	8.6
5404756	244	9.0	9.1	8.9
65325613	133	9.0	8.3	8.7
67288814	77	9.0	8.9	9.1
69311960	254	9.0	9.0	8.7
3585112	229	9.0	9.0	8.7
3454873	239	9.0	9.2	8.7
76969986	121	9.0	9.1	9.0
66545994	79	9.0	9.1	9.1
57993063	62	9.0	8.8	9.1
67006394	169	9.0	8.9	9.1
65998263	79	9.0	8.9	9.0
17979414	250	9.0	9.2	9.0
22521492	73	9.0	8.5	9.0
18176958	81	9.0	7.7	9.0
93544323	282	9.0	9.1	9.0
76848011	151	8.9	9.2	9.0
69521429	222	8.9	9.0	8.6
63177252	226	8.9	8.5	8.7
75626997	77	8.9	9.0	8.5
5995973	411	8.9	9.2	9.0
91025100	110	8.9	9.0	8.4
13782490	146	8.9	8.8	8.4
76940920	121	8.9	9.1	9.1
26233390	225	8.9	9.0	8.7
75095687	136	8.9	8.8	8.8
5736734	84	8.9	8.3	8.8
22590058	74	8.9	9.0	8.6
17785842	132	8.9	8.6	8.3
92747027	335	8.9	9.3	9.1
21158338	69	8.9	8.7	8.6
6132529	138	8.9	8.7	8.4
83390234	80	8.9	8.8	8.7
6063634	204	8.9	8.8	8.7
73396723	84	8.9	9.0	9.0
3260524	59	8.9	7.5	8.8
23541559	89	8.9	8.7	8.5
57248525	97	8.9	8.4	9.0
26206532	301	8.9	8.8	8.8
69019652	473	8.9	9.0	8.8
66212594	157	8.9	7.9	8.6
5486714	642	8.9	9.0	9.0
22726100	376	8.9	8.8	8.9
3509464	83	8.9	8.2	8.8
92459852	61	8.9	8.7	9.1
77004673	82	8.8	9.1	8.9
21294388	160	8.8	8.4	8.3
66251542	84	8.8	8.8	9.1
3703684	405	8.8	9.2	9.0
77457970	104	8.8	9.0	8.9
21678721	315	8.8	9.0	9.0
77009703	116	8.8	9.0	8.6
8008401	230	8.8	8.7	8.1
92053609	111	8.8	8.5	8.4
69729962	177	8.8	8.5	8.6
92752742	103	8.8	8.6	8.9
13784206	165	8.8	8.6	8.4
8876721	696	8.8	9.1	9.0
58193451	300	8.8	8.6	8.7
27478785	77	8.8	8.6	8.8
73398116	76	8.8	8.1	8.5
2367274	722	8.8	9.2	9.0
59139608	195	8.8	8.9	8.5
66225096	84	8.8	8.9	8.4
92762595	591	8.8	8.8	8.9
13873901	114	8.8	8.7	8.2
21271500	116	8.8	8.9	7.8
66246935	392	8.8	8.6	8.2
2781505	95	8.8	8.5	8.7
3464923	67	8.8	8.5	8.9
65631392	91	8.8	8.9	8.6
58741118	69	8.8	8.5	9.0
2575588	183	8.8	7.0	7.5
91906221	74	8.8	9.1	9.1
5260902	60	8.8	7.3	8.4
2023588	73	8.8	8.6	8.8
63058818	85	8.7	9.0	8.6
93420350	66	8.7	8.7	8.8
53015086	178	8.7	8.8	8.4
27333622	87	8.7	9.1	8.7
22179722	184	8.7	9.0	8.8
74609371	83	8.7	8.8	8.7
12286682	152	8.7	8.6	8.3
6427885	121	8.7	8.3	7.8
65790862	51	8.7	8.9	7.9
43624451	95	8.7	8.3	7.9
22038150	86	8.7	7.4	7.9
17637124	66	8.7	8.7	8.0
1920481	205	8.7	9.1	8.4
79628936	123	8.7	8.3	8.7
16983892	155	8.7	7.8	7.7
79210350	89	8.7	8.9	7.8
69231724	128	8.7	8.8	8.3
92517451	142	8.7	9.1	9.1
5580354	187	8.7	8.5	8.2
3441649	67	8.7	6.0	7.6
24741119	125	8.7	8.3	7.8
19415701	211	8.7	9.0	8.5
21752365	113	8.7	8.2	8.8
5366233	75	8.7	8.6	8.6
92477865	57	8.7	8.7	8.3
66632471	111	8.7	8.5	8.5
73407658	46	8.7	8.5	8.9
76741991	73	8.7	8.6	8.6
2704948	56	8.7	7.7	9.0
505318	126	8.7	8.2	8.6
9806762	89	8.7	8.3	8.5
18766328	73	8.7	8.2	8.8
4099746	146	8.7	7.3	7.5
22205752	89	8.7	8.6	8.7
47308890	133	8.7	7.8	8.3
3922939	74	8.7	8.2	8.3
58441500	81	8.7	8.2	8.6
8677628	71	8.7	7.9	8.5
18602068	87	8.6	9.0	8.5
9977754	84	8.6	9.0	8.5
8959174	123	8.6	8.6	8.6
92854042	88	8.6	9.0	8.2
56582942	80	8.6	8.6	8.4
24931585	71	8.6	8.6	8.7
21591404	85	8.6	8.4	8.3
22873258	94	8.6	8.3	8.0
27339105	82	8.6	8.5	8.5
5317141	128	8.6	8.2	7.9
50254056	143	8.6	8.6	8.4
4064431	121	8.6	8.1	8.2
93527529	121	8.6	8.7	9.0
4100611	116	8.6	7.6	7.3
28284208	76	8.6	8.6	8.3
43383106	87	8.6	8.5	8.2
16967298	228	8.6	9.0	8.7
76992457	287	8.6	9.1	9.0
500782	203	8.6	8.4	7.9
69729883	100	8.6	8.5	8.3
83534348	82	8.6	8.8	8.8
18326437	41	8.6	9.0	8.5
18504562	96	8.6	8.8	8.4
1887970	90	8.6	6.9	7.1
5325540	83	8.6	8.1	8.0
24294506	141	8.6	8.5	7.9
8065606	1063	8.6	8.7	8.8
23404317	93	8.6	7.9	8.3
58077566	148	8.6	7.9	8.4
23754821	71	8.6	8.8	8.6
74079544	95	8.6	8.2	8.7
21291755	92	8.6	8.4	8.3
92189409	162	8.6	9.0	8.7
5148778	102	8.6	8.4	8.5
69039810	96	8.6	8.7	8.8
76735408	93	8.5	9.0	8.7
20720807	69	8.5	8.6	8.4
92673911	87	8.5	8.9	8.3
500940	86	8.5	7.3	7.9
4039048	412	8.5	9.2	9.0
77563221	243	8.5	9.0	8.0
92414747	75	8.5	8.5	8.6
90944162	149	8.5	9.1	9.0
38155177	167	8.5	8.8	8.7
19804519	137	8.5	8.9	8.3
66127365	93	8.5	8.7	8.4
13913018	145	8.5	8.7	9.0
14184826	171	8.5	8.5	8.2
5115653	133	8.5	7.9	7.7
5537819	151	8.5	8.7	8.1
8909664	107	8.5	8.8	8.7
69681722	285	8.5	9.1	8.4
500191	139	8.5	8.5	8.0
4188843	217	8.5	8.9	8.1
5232771	134	8.5	8.5	8.2
