22912244	378	9.2	9.2	9.2
66849507	421	9.2	9.1	9.2
92049234	95	9.2	8.8	9.1
43606310	184	9.2	8.0	8.0
91587671	234	9.2	9.2	9.1
17159209	363	9.2	9.0	9.2
73388133	140	9.2	9.2	9.2
91609142	92	9.2	9.1	9.2
23231330	189	9.2	9.0	9.0
79454042	78	9.2	9.3	9.3
2012911	633	9.2	8.4	8.5
69715472	178	9.2	8.5	9.0
13876883	381	9.1	8.9	9.1
66831905	377	9.1	8.8	9.1
17647597	143	9.1	8.4	9.0
6061638	378	9.1	8.8	9.1
23735418	672	9.1	9.1	9.3
22798132	148	9.1	9.1	9.1
65697224	104	9.1	9.1	9.1
80619017	95	9.1	9.2	9.3
23436398	349	9.1	9.0	9.2
18080179	91	9.1	8.9	9.1
20917712	159	9.1	8.3	8.8
91015778	139	9.1	9.0	9.1
82691009	110	9.1	9.0	9.1
19156944	103	9.1	9.0	9.1
27234469	110	9.1	8.6	9.1
72355789	208	9.1	9.0	9.2
76728530	239	9.1	9.1	9.1
24824049	107	9.1	9.0	9.1
77261900	77	9.1	9.1	9.2
14744053	153	9.1	9.1	9.1
69279102	57	9.1	8.4	9.1
6008470	247	9.1	8.8	9.0
22567564	82	9.1	9.1	9.0
92781224	103	9.1	9.1	9.1
68209468	250	9.1	9.3	9.3
20916613	607	9.1	8.6	9.1
67556261	289	9.1	9.3	9.2
14725077	180	9.1	7.7	8.2
90497805	65	9.1	9.1	9.1
81002529	97	9.1	8.9	9.1
19225874	101	9.1	8.6	9.0
26987477	70	9.1	8.6	9.2
90970265	195	9.1	8.7	8.9
93234469	81	9.1	9.1	9.1
68231210	78	9.1	8.5	9.0
92152427	76	9.1	7.5	9.1
69648904	118	9.0	9.1	9.1
67208473	89	9.0	9.2	9.1
70429659	150	9.0	9.0	9.1
66131382	163	9.0	8.9	9.0
26232197	109	9.0	9.0	8.8
68066252	175	9.0	8.8	8.9
5660730	199	9.0	8.6	8.1
22393028	167	9.0	8.6	8.8
67261212	79	9.0	8.8	8.9
2087128	250	9.0	8.4	8.2
8965278	250	9.0	9.1	8.8
21044246	142	9.0	8.2	8.9
17960248	87	9.0	8.5	9.1
68193713	229	9.0	9.0	9.0
19574813	252	9.0	8.9	8.8
