	shop_id	shop_name	shop_group_name	lng	lat	comment_num	good_rate	avg_price	taste_score	env_score	ser_score	weighted_hits	favor_list	verse_taxi_distance	route	public_duration	category_name	category_id
948	38225573	潮民冰室(虹桥天地店)	潮民冰室	121.321642	31.198901	1319	82.1	90	8.4	8.6	8.6	27994.8	流沙包,招牌吓饺皇,潮民蟹子虾仁炒饭,干炒牛河,脆皮烧肉炒有机花菜	-40760.0	杨高北路站(1口)->天潼路站(地铁12号线)->虹桥火车站(地铁10号线)	1小时35分	粤菜	103
949	5649805	唐宫海鲜舫(白玉兰店)	唐宫海鲜舫	121.513950	31.290919	3590	82.0	179	8.4	8.3	7.7	112624.5	唐宫招牌乳鸽,壹号虾饺皇,莲酥,蜜汁松化叉烧包,相思红豆鲜奶糕	-13655.0	杨高北路站(1口)->大连路站(地铁12号线)->同济大学站(325路)	1小时9分	粤菜	103
950	83135394	潮记1975点心专门店(南丰城店)	潮记1975点心专门店	121.414255	31.213130	246	82.9	96	8.4	8.1	8.3	12144.8	鲍汁福建炒饭,笋丁虾饺皇,金网脆皮虾仁肠粉,豉汁蒸凤爪,烧腊三拼	-28361.0	杨高北路站(1口)->南京西路站(地铁12号线)->娄山关路站(地铁2号线)	1小时26分	粤菜	103
951	2892061	唐宫壹号(长乐路店)	唐宫壹号	121.466226	31.227140	5398	83.5	194	8.4	8.5	8.3	275282.4	唐宫招牌乳鸽,一号虾饺皇,莲酥,鲍汁酿凤爪,广东明炉老火靓汤	-20271.0	杨高北路站(1口)->陕西南路站(地铁12号线)	1小时11分	粤菜	103
952	69421837	家府潮汕菜很正宗(虹桥南丰城店)	家府潮汕菜很正宗	121.414218	31.214244	691	83.9	125	8.4	8.5	8.1	14989.5	膏蟹鲜虾干贝砂锅粥,潮汕烤牛肉丸,上汤焖普宁黄豆腐,潮州卤水拼盘,牛杂锅	-28256.0	杨高北路站(1口)->南京西路站(地铁12号线)->娄山关路站(地铁2号线)	1小时23分	粤菜	103
953	18601539	玺粤轩(九号商场店)	玺粤轩	121.480101	31.229499	1260	84.7	247	8.4	8.7	8.4	37718.4	流沙包,水晶虾饺皇,黑松露野菌饺,招牌炸乳鸽,招牌拿破仑	-18533.0	杨高北路站(1口)->汉中路站(地铁12号线)->黄陂南路站(地铁1号线)	1小时8分	粤菜	103
954	14714390	天虹海鲜酒家(大宁国际商业广场店)	天虹海鲜酒家	121.459036	31.281017	5853	83.5	162	8.4	8.2	8.2	104336.0	天虹虾饺拼豆苗饺,流沙奶黄宝,顺德双皮奶,天虹海鲜粥,咕咾肉	-20729.0	杨高北路站(1口)->汉中路站(地铁12号线)->延长路站(地铁1号线)	1小时15分	粤菜	103
955	8863600	金桥红枫万豪轩	金桥红枫万豪轩	121.598228	31.249937	1219	85.6	178	8.4	9.0	8.2	30968.9	杨枝甘露,带子虾饺,椒盐基围虾,松茸炖野菌,茶树菇猪颈肉	-6751.0	金高路巨峰路站->杨高中路金桥路站(181路)	44分	粤菜	103
956	76873877	一炖	一炖	121.465918	31.233002	385	87.0	65	8.4	9.0	8.8	9985.0	花胶瑶柱炖老母鸡,猴头菇麦冬炖鹌鹑,竹笙炖双茸,银耳胖大海炖雪梨,苹果银耳蜜枣炖瘦肉	-23798.0	杨高北路站(1口)->南京西路站(地铁12号线)	1小时	粤菜	103
957	27200264	大咀港式茶餐厅(共康易买得店)	大咀港式茶餐厅	121.446421	31.337928	3815	86.3	80	8.4	8.3	8.2	22041.1	虾饺皇,香滑丝袜奶茶,烧腊拼盘,街头咖喱鱼蛋,原味鲜虾云吞面	-22609.0	杨高北路站(1口)->汉中路站(地铁12号线)->通河新村站(地铁1号线)	1小时23分	粤菜	103
958	69488114	万昌福茶餐厅	万昌福茶餐厅	121.463670	31.250074	540	89.3	77	8.4	8.9	9.0	10759.5	招牌虾饺皇,菠萝油,招聘脆皮乳鸽,腊味煲仔饭,深井烧鹅	-21856.0	杨高北路站(1口)->汉中路站(地铁12号线)	1小时3分	粤菜	103
959	93461828	小成哥广东茶点	小成哥广东茶点	121.492030	31.274264	63	95.2	61	8.4	8.4	8.5	4729.3	干炒牛河,虾饺,豉油鸡,香煎萝卜糕,烧鸭	-17527.0	杨高北路站(1口)->大连路站(地铁12号线)->海伦路站(地铁4号线)->欧阳路四达路站(100路)	1小时13分	粤菜	103
960	4066693	熠盛粤味	熠盛粤味	121.463077	31.216808	2255	82.3	98	8.4	7.2	7.7	91468.5	啫啫虾酱空心菜,煲仔饭,清远鸡,金牌炸猪脚,牛杂萝卜煲	-20544.0	杨高北路站(1口)->陕西南路站(地铁12号线)	1小时12分	粤菜	103
961	3376183	晶翠庭(新锦江店)	晶翠庭	121.469433	31.226951	2329	75.2	126	8.4	8.2	7.7	96032.4	金牌虾饺皇,金牌乳鸽烧,金牌烧鹅酥,招牌榴莲酥,石锅流沙包	-20460.0	杨高北路站(1口)->汉中路站(地铁12号线)->淮海中路站(地铁13号线)	1小时5分	粤菜	103
962	18029874	翰林轩(大上海时代广场店)	翰林轩	121.485458	31.230392	1261	84.1	219	8.4	8.6	8.3	43387.5	翰林虾饺皇,驰名流沙包,鲜虾腐皮卷,杨枝甘露,龙虾泡饭很赞	-18052.0	杨高北路站(1口)->曲阜路站(地铁12号线)->大世界站(地铁8号线)	1小时3分	粤菜	103
963	58214544	沁潆港式茶餐厅	沁潆港式茶餐厅	121.764057	31.052966	743	90.6	78	8.4	8.8	8.5	9841.0	水晶虾饺皇,飘香榴莲酥,烧味双拼,酱汁蒸凤爪,肠粉	-44036.0	杨高北路站(1口)->巨峰路站(地铁12号线)->世纪大道站(地铁6号线)->龙阳路站(地铁2号线)->惠南站(地铁16号线)	1小时53分	粤菜	103
964	8938775	潮江春(中信广场店)	潮江春	121.490991	31.254214	3484	83.5	128	8.4	8.8	8.3	54291.5	虾饺,流沙包,红烧乳鸽,酱皇蒸凤爪,沙爹金钱肚	-18526.0	杨高北路站(1口)->天潼路站(地铁12号线)	58分	粤菜	103
965	20731491	纯再餐厅(运乐店)	纯再餐厅	121.288960	31.209470	2386	87.8	86	8.4	8.7	8.4	21320.2	海鲜豆腐盒,脆皮乳鸽,焦糖布丁,香果拿破仑,羊排	-42387.0	杨高北路站(1口)->天潼路站(地铁12号线)->虹桥2号航站楼站(地铁10号线)->运乐路金丰路站(闵行18路)	2小时7分	粤菜	103
966	57388642	庆记香港烧味小馆(浦东国际机场T1店)	庆记香港烧味小馆	121.815020	31.157386	195	87.2	64	8.4	8.6	8.2	6684.4	烧味拼盘,虾饺皇,丝袜奶茶,鲜虾净云吞,脆皮烧肉	-33932.0	金高路源华路站->创新中路华东路站(浦东17路)->浦东国际机场站(地铁2号线东延伸段)	1小时42分	粤菜	103
967	17211852	旺叻吉叻香港茶餐廰(百联南桥购物中心店)	旺叻吉叻香港茶餐廰	121.491138	30.921006	961	84.6	90	8.4	8.4	8.1	14501.5	皇牌蒸凤爪,菠萝包,鲜虾云吞面,港式香滑奶茶,金牌深井烧鹅	-66070.0	杨高北路站(1口)->陕西南路站(地铁12号线)->莘庄站(地铁1号线)->南方国际广场(下客站)站(莘南高速线)	2小时35分	粤菜	103
968	92984940	罗港园(东昌路店)	罗港园	121.517188	31.237629	65	95.4	28	8.4	8.6	8.9	2690.4	叉烧饭,芝士鸡蛋仔,港式奶茶,白牛,叉蛋面	-14607.0	杨高北路站(1口)->大连路站(地铁12号线)->世纪大道站(地铁4号线)->东昌路站(地铁2号线)	1小时4分	粤菜	103
969	24004951	菁禧荟	菁禧荟	121.399185	31.206404	140	92.9	1072	8.4	9.0	8.5	10219.3	潮州菜脯饭,老鹅头,鲍鱼鸡汤,干贝响螺汤,养生粥	-30146.0	杨高北路站(1口)->天潼路站(地铁12号线)->水城路站(地铁10号线)	1小时18分	粤菜	103
970	5333586	元一希尔顿粤轩中餐厅	元一希尔顿粤轩中餐厅	121.401366	31.193410	762	92.7	334	8.4	9.1	8.8	12452.0	杏仁三重奏,香醋汁芙蓉烤银鳕鱼,传统上海熏鱼,当红炸子鸡,XO虾球炒螺片	-35885.0	杨高北路站(1口)->天潼路站(地铁12号线)->水城路站(地铁10号线)	1小时42分	粤菜	103
971	19115680	阿文潮汕食府	阿文潮汕食府	121.473415	31.275926	152	79.6	173	8.4	7.3	7.5	6238.5	冻花蟹,广东芋头,汕头牛肉,卤味拼盘,薄壳	-18083.0	杨高北路站(1口)->曲阜路站(地铁12号线)->西藏北路站(地铁8号线)	1小时12分	粤菜	103
972	90098745	新光酒家粤菜馆	新光酒家粤菜馆	121.465286	31.302344	22	100.0	359	8.4	7.9	7.9	1583.4	深海螺头炖花胶,方亮文火牛肉,香煎荷田鸡,樱桃鹅肝,蟹粉鲍汁意面	-17417.0	杨高北路站(1口)->汉中路站(地铁12号线)->汶水路站(地铁1号线)	1小时27分	粤菜	103
973	507301	上海名豪(静安店)	上海名豪	121.463395	31.231222	619	66.4	621	8.4	8.6	8.7	38159.2	法式鹅肝,干捞鱼翅,泰国巴东富贵虾,鲍鱼冻,小笼剁椒蒸东星斑	-21352.0	杨高北路站(1口)->南京西路站(地铁12号线)	1小时4分	粤菜	103
974	22974927	拼桌茶餐厅(松汇中路店)	拼桌茶餐厅	121.242423	31.011432	2172	91.2	61	8.4	8.9	8.7	9418.1	招牌虾饺皇,紫金蒸凤爪,招牌菠萝油,干炒牛河,冻奶茶	-65459.0	杨高北路站(1口)->嘉善路站(地铁12号线)->醉白池站(地铁9号线)	2小时17分	粤菜	103
975	81759046	大有轩	大有轩	121.396172	31.204430	135	86.7	1055	8.4	8.7	8.5	2183.5	卤水鹅头,龙虾浓汤,反沙芋头,卤鹅肠,榄菜配白粥	-30403.0	杨高北路站(1口)->天潼路站(地铁12号线)->水城路站(地铁10号线)	1小时22分	粤菜	103
976	17936941	惠粤轩广东煲仔饭(四平路店)	惠粤轩广东煲仔饭	121.504096	31.276671	1104	82.8	34	8.4	7.8	8.1	13604.1	腊味藕丁煲,香菇滑鸡五谷杂粮煲仔饭,蜜汁叉烧五谷杂粮煲仔饭,豉汁排骨煲,麻辣鸡丁五谷杂粮煲仔饭	-16261.0	杨高北路站(1口)->天潼路站(地铁12号线)->邮电新村站(地铁10号线)	1小时5分	粤菜	103
977	76678586	誉八仙茶室酒楼(新天地店)	誉八仙茶室酒楼	121.481650	31.225162	1908	85.7	333	8.3	9.1	9.0	83830.1	灌汤鱼翅饺,杨枝甘露,黑毛猪叉烧,黑蒜带子饺,凤城虾多士	-18351.0	杨高北路站(1口)->天潼路站(地铁12号线)->新天地站(地铁10号线)	1小时8分	粤菜	103
978	4667684	唐阁	唐阁	121.480607	31.227647	1272	83.9	1066	8.3	9.0	8.9	112661.4	天鹅流沙酥,老上海熏鱼,秘制酱烤原条牛肋骨,虾饺,香葱爆和牛	-18530.0	杨高北路站(1口)->天潼路站(地铁12号线)->新天地站(地铁10号线)	1小时10分	粤菜	103
979	77272827	潮堂(来福士广场长宁店)	潮堂	121.420440	31.223131	391	84.7	143	8.3	8.5	9.0	30082.8	潮汕砂锅海鲜粥,潮州蚝烙,石锅手打牛肉丸,咸鱼鸡粒茄子煲,卤牛膝	-27114.0	杨高北路站(1口)->大连路站(地铁12号线)->中山公园站(地铁4号线)	1小时10分	粤菜	103
980	18084636	查厘士(徐汇百联店)	查厘士	121.443466	31.203626	22852	86.5	89	8.3	8.4	7.8	271085.4	招牌乒乓鲜虾大云吞,风味咖喱牛腩,查厘士招牌炒饭,抹茶冰火菠萝油,抹茶菠萝包	-26806.0	杨高北路站(1口)->嘉善路站(地铁12号线)->徐家汇站(地铁9号线)	1小时13分	粤菜	103
981	4073998	利苑(国金中心店)	利苑	121.508892	31.242699	3599	78.8	420	8.3	8.5	7.6	268577.9	杨枝甘露组合,冰烧三层肉,老火汤,鲍汁凤爪,龙虾西施泡饭	-16258.0	杨高北路站(1口)->大连路站(地铁12号线)->世纪大道站(地铁4号线)->陆家嘴站(地铁2号线)	1小时2分	粤菜	103
982	13785570	利苑(IAPM店)	利苑	121.464605	31.222028	2345	77.8	360	8.3	8.5	7.8	107192.1	冰烧三层肉,龙虾贵妃泡饭,流沙奶黄包,杨枝甘露组合,鲍汁凤爪	-20128.0	杨高北路站(1口)->陕西南路站(地铁12号线)	1小时4分	粤菜	103
983	67969168	宝燕海货工场二店港式茶点(宝燕商场店)	宝燕海货工场二店港式茶点	121.402820	31.109552	411	83.9	213	8.3	8.2	7.9	21218.2	椒盐濑尿虾,乳鸽,黄油焗龙虾,竹蛏王,虾饺	-46290.0	杨高北路站(1口)->陕西南路站(地铁12号线)->莘庄站(地铁1号线)->春申路站(地铁5号线)	1小时53分	粤菜	103
984	3688177	惠食佳(陆家嘴店)	惠食佳	121.515657	31.243366	1256	80.8	228	8.3	8.5	7.4	85397.2	名烤鸭,名豪特饮核桃露,一鸭三吃,啫啫大黄鳝,香煎鹅肝	-14994.0	杨高北路站(1口)->大连路站(地铁12号线)->浦东大道站(地铁4号线)	1小时3分	粤菜	103
985	3513457	半岛酒店	半岛酒店	121.496457	31.247201	740	84.7	374	8.3	9.1	9.0	62885.3	川汁明虾球,虾饺,白灼大连雪花牛肉,草莓西米露,化皮乳猪件	-18876.0	杨高北路站(1口)->天潼路站(地铁12号线)	1小时3分	粤菜	103
986	27015545	查厘士(近铁广场店)	查厘士	121.387266	31.237407	7865	89.8	89	8.3	8.6	8.1	41109.7	招牌乒乓净云吞,抹茶冰火菠萝油,咖喱鱼蛋,查厘士招牌炒饭,风味咖喱牛腩	-29679.0	杨高北路站(1口)->汉中路站(地铁12号线)->真北路站(地铁13号线)	1小时17分	粤菜	103
987	3181987	恒悦轩精致香港粤菜(陆家嘴店)	恒悦轩精致香港粤菜	121.516270	31.241515	3302	82.7	273	8.3	8.9	8.3	195411.7	西杏炸虾卷,脆皮三喜乳鸽,鱼翅虾饺,飘香榴莲酥,黑椒牛仔骨	-14986.0	杨高北路站(1口)->大连路站(地铁12号线)->世纪大道站(地铁4号线)->东昌路站(地铁2号线)	1小时2分	粤菜	103
988	8127751	广潮味	广潮味	121.498822	31.192636	6323	83.8	131	8.3	8.3	7.8	116213.1	广潮味虾饺皇,串烧火焰虾,美味榴莲酥,菠萝包,红烧脆皮乳鸽	-18956.0	杨高北路站(1口)->曲阜路站(地铁12号线)->中华艺术宫站(地铁8号线)	1小时12分	粤菜	103
989	20721579	查厘士(soho复兴广场店)	查厘士	121.481478	31.221533	11509	90.0	78	8.3	8.5	8.2	82870.3	招牌乒乓鲜虾净云吞,抹茶冰火菠萝油,风味咖喱牛腩,烧味双拼,咖喱鱼蛋	-18242.0	杨高北路站(1口)->天潼路站(地铁12号线)->新天地站(地铁10号线)	1小时3分	粤菜	103
990	1896469	唐宫(银河店)	唐宫	121.417788	31.209777	5627	69.7	155	8.3	7.6	7.5	184201.0	金牌烤乳鸽,唐宫虾饺皇,唐宫招牌榴莲酥,金牌榴莲酥,豉汁蒸凤爪	-28477.0	杨高北路站(1口)->大连路站(地铁12号线)->延安西路站(地铁4号线)	1小时23分	粤菜	103
991	506354	恒悦轩精致香港粤菜(徐家汇店)	恒悦轩精致香港粤菜	121.450165	31.203910	4865	75.8	352	8.3	8.9	8.1	304284.7	西杏炸虾卷,脆皮双乳鸽,黑椒小牛排,飘香榴莲酥,蜜汁叉烧酥	-25874.0	杨高北路站(1口)->嘉善路站(地铁12号线)->肇嘉浜路站(地铁9号线)	1小时18分	粤菜	103
992	18228879	查厘士(龙之梦购物中心莘庄店)	查厘士	121.384874	31.113467	12719	89.1	78	8.3	8.6	8.1	92099.6	招牌乒乓鲜虾净云吞,抹茶冰火菠萝油,风味咖喱牛腩,水果粒千层酥塔,烧味拼盘	-45774.0	杨高北路站(1口)->陕西南路站(地铁12号线)->莘庄站(地铁1号线)	1小时48分	粤菜	103
993	5454204	潮州府砂锅粥(五角场店)	潮州府砂锅粥	121.527101	31.302542	2769	82.4	129	8.3	8.0	8.0	90646.7	招牌虾蟹粥,砂锅粥,鲍汁芝麻豆腐,卤水拼盘,潮州蚝仔烙	-12239.0	杨高北路站(1口)->宁国路站(地铁12号线)->国定东路翔殷路站(8路)	1小时6分	粤菜	103
994	69150019	翅品品 鱼翅捞饭(龙之梦购物中心店)	翅品品 鱼翅捞饭	121.423209	31.225322	1128	79.8	64	8.3	7.7	7.9	12300.3	鱼翅花胶捞饭,咖喱鱼丸,泰国香米饭,秘制梅汁猪手,烤乳鸽	-26802.0	杨高北路站(1口)->大连路站(地铁12号线)->中山公园站(地铁4号线)	1小时10分	粤菜	103
995	18978925	家府潮汕菜很正宗(瑞虹路店)	家府潮汕菜很正宗	121.504663	31.267897	2412	86.4	106	8.3	8.5	8.4	36311.3	干贝鲜虾砂锅粥,潮州卤水大拼盘,经典蚝仔烙,潮州风味鸡,潮汕腐皮	-16503.0	杨高北路站(1口)->大连路站(地铁12号线)->临平路站(地铁4号线)	54分	粤菜	103
996	14201979	家全七福(静安店)	家全七福	121.456647	31.230514	892	77.5	502	8.3	8.9	8.2	48713.5	七福脆皮鸡,虾饺,凤凰千层糕,瑶柱荷叶饭,生磨核桃露	-21281.0	杨高北路站(1口)->南京西路站(地铁12号线)->静安寺站(地铁2号线)	1小时14分	粤菜	103
997	4201484	粤1525	粤1525	121.427994	31.224376	1673	84.4	217	8.3	9.0	8.2	81659.9	招牌海鲜泡饭,晶莹鲜虾饺,叉烧肠粉,自制xo酱凤爪,脆皮烧乳鸽	-27890.0	杨高北路站(1口)->大连路站(地铁12号线)->中山公园站(地铁4号线)	1小时17分	粤菜	103
998	21659554	小海逸港式融合茶餐厅(星空广场店)	小海逸港式融合茶餐厅	121.399227	31.206910	1842	84.2	93	8.3	8.5	8.3	24231.5	水晶虾饺,脆皮乳鸽,燕麦金沙包,酱皇蒸凤爪,金牌叉烧酥	-30081.0	杨高北路站(1口)->天潼路站(地铁12号线)->水城路站(地铁10号线)	1小时19分	粤菜	103
999	69137793	潮民冰室(大上海时代广场店)	潮民冰室	121.485458	31.230392	397	81.6	102	8.3	8.8	8.3	9263.8	原汁虾饺皇,冰火菠萝油,xo酱煎肠粉,乾炒牛河,鲍汁焖凤爪	-18052.0	杨高北路站(1口)->曲阜路站(地铁12号线)->大世界站(地铁8号线)	1小时3分	粤菜	103
1000	18221013	潮州府砂锅粥(近铁城市广场店)	潮州府砂锅粥	121.388802	31.238869	4296	87.0	123	8.3	8.4	8.2	32464.9	招牌虾蟹粥,生鱼粥,金指石榴鸡,卤水拼盘,春菜排骨粥	-29489.0	杨高北路站(1口)->汉中路站(地铁12号线)->真北路站(地铁13号线)	1小时16分	粤菜	103
1001	18264604	荣城酒家	荣城酒家	121.461716	31.218087	1095	82.1	420	8.3	9.2	8.0	45283.8	龙虾泡饭,黄金流沙包,荣城一品煲,虾饺皇,自制豆腐	-20109.0	杨高北路站(1口)->陕西南路站(地铁12号线)	1小时11分	粤菜	103
1002	19708873	拼桌茶餐厅(浦北路店)	拼桌茶餐厅	121.435263	31.164876	3800	85.2	61	8.3	8.6	8.6	34656.4	冰火菠萝油,招牌虾饺皇,招牌港式奶茶,食神咖喱牛腩,鲜虾净云吞	-28868.0	杨高北路站(1口)->陕西南路站(地铁12号线)->上海南站(地铁1号线)	1小时33分	粤菜	103
1003	27568155	尚一汤(周浦万达店)	尚一汤	121.576458	31.120510	950	85.1	122	8.3	8.6	8.8	15637.2	招牌尚一汤,泰式酿番茄,紫薯冰淇淋,蜜汁烤肉串,番茄炖牛腩	-29503.0	杨高北路站(1口)->大连路站(地铁12号线)->塘桥站(地铁4号线)->年家浜路沪南公路(招呼站)站(浦卫专线定班)	1小时57分	粤菜	103
1004	92837679	鹅匠潮汕卤味集市	鹅匠潮汕卤味集市	121.428755	31.223155	24	87.5	51	8.3	7.6	7.8	685.8	卤鹅肝,卤鹅肠,3年狮头鹅,鹅胗,卤鹅饭	-28069.0	杨高北路站(1口)->大连路站(地铁12号线)->中山公园站(地铁4号线)	1小时19分	粤菜	103
1005	3713191	君丽大酒店君荟轩(长宁区店)	君丽大酒店君荟轩	121.414869	31.217859	1774	82.9	110	8.3	8.4	8.3	73079.2	君丽鲜虾饺,芒果布丁,飘香榴莲酥,金酱豉汁蒸凤爪,流沙包	-27873.0	杨高北路站(1口)->南京西路站(地铁12号线)->娄山关路站(地铁2号线)	1小时20分	粤菜	103
1006	70435671	安和里 园林餐厅	安和里 园林餐厅	121.418085	31.199109	132	75.0	329	8.3	8.8	7.7	5929.0	秘制酱蒸鲥鱼,手剥河虾仁,青云山药糕,古法焖萝卜,现烤鲜花饼	-30403.0	杨高北路站(1口)->天潼路站(地铁12号线)->宋园路站(地铁10号线)	1小时22分	粤菜	103
1007	560674	轩意餐厅	轩意餐厅	121.393407	31.193995	665	75.3	100	8.3	8.1	8.1	11476.6	酸汤肥牛,蜜汁叉烧,牛肉卷饼,烧鸭单拼饭,小炒肥牛	-31598.0	杨高北路站(1口)->天潼路站(地铁12号线)->龙溪路站(地铁10号线)->虹梅路华光路站(809路)	1小时34分	粤菜	103
1008	2735389	皇朝尊会	皇朝尊会	121.437118	31.217455	1110	79.4	202	8.3	8.5	7.9	55294.2	皇朝虾饺皇,飘香榴莲酥,特色雪山包,凤凰流沙包,杏仁雪蛤球	-23626.0	杨高北路站(1口)->南京西路站(地铁12号线)->江苏路站(地铁2号线)	1小时26分	粤菜	103
1009	80875723	黎小厨	黎小厨	121.356657	31.103628	116	83.6	55	8.3	8.1	8.4	2518.0	至尊烧鹅,黑松露蘑菇包,秘制叉烧,脆皮烧鸭,丝袜奶茶	-48926.0	杨高北路站(1口)->陕西南路站(地铁12号线)->莘庄站(地铁1号线)->莘松路(绿洲香岛)站(153路)	2小时21分	粤菜	103
1010	76079318	海世轩(西郊店)	海世轩	121.369743	31.194771	79	79.7	445	8.3	8.4	8.0	2518.5	菜饭,流沙包,一品拌豆腐,梭子蟹,毛蟹	-33531.0	杨高北路站(1口)->天潼路站(地铁12号线)->上海动物园站(地铁10号线)	1小时31分	粤菜	103
1011	3383605	一潮潮州菜	一潮潮州菜	121.418248	31.172685	227	77.5	97	8.3	6.9	7.5	14952.5	乳蛇,海鲜粥,时菜双丸汤,冻花蟹,潮汕煎蚝仔烙	-29405.0	杨高北路站(1口)->虹漕路站(地铁12号线)	1小时25分	粤菜	103
1012	72336744	青云小镇(东书房路店)	青云小镇	121.539415	31.175591	57	96.5	49	8.3	8.5	8.5	1355.0	风味蚝仔烙,招牌腊味饭,捞鹅,乌鸡汤,东江盐焗鸡	-19062.0	杨高北路站(1口)->巨峰路站(地铁12号线)->高青路站(地铁6号线)->板泉路东书房路站(83路)	1小时39分	粤菜	103
1013	501350	东亚潮州酒楼(虹桥友谊店)	东亚潮州酒楼	121.411179	31.210065	432	55.3	215	8.3	7.5	7.3	12797.8	冻花蟹,顶级虾皇饺,卤水拼盘,东星斑,飘香榴莲酥	-29300.0	杨高北路站(1口)->南京西路站(地铁12号线)->娄山关路站(地铁2号线)	1小时30分	粤菜	103
1014	77351103	補益盅养生汤馆(PLUS乐坊店)	補益盅养生汤馆	121.569274	31.213405	38	100.0	80	8.3	8.3	8.3	1079.8	鱼翅捞饭,原味汤,虫草松茸菌菇炖,南非吉品鲍,鸭汤	-12256.0	杨高北路站(1口)->大连路站(地铁12号线)->世纪大道站(地铁4号线)->龙阳路站(地铁2号线)->花木路站(地铁7号线)	1小时16分	粤菜	103
1015	22878255	禅一小馆	禅一小馆	121.449324	31.249868	213	89.7	88	8.3	8.9	8.6	7396.1	蜜汁叉烧酥,流沙包,干炒牛河,生滚猪肝粥,双菇炒芥蓝	-24170.0	杨高北路站(1口)->汉中路站(地铁12号线)->江宁路站(地铁13号线)	1小时3分	粤菜	103
1016	90453404	哲味李记	哲味李记	121.498537	31.267456	19	94.7	500	8.3	8.4	8.1	888.5	大王蛇,私房银鳕鱼,私房熏鳕鱼,油爆虾	-17044.0	杨高北路站(1口)->大连路站(地铁12号线)->海伦路站(地铁4号线)	57分	粤菜	103
1017	58213493	喜粤8号	喜粤8号	121.489821	31.208345	2362	79.0	176	8.2	8.1	7.9	70146.1	星级叉烧,碧绿菌皇炒带子,竹笙菠菜饺,水晶鲜虾饺,蜜汁烧河鳗鱼	-20970.0	杨高北路站(1口)->大连路站(地铁12号线)->西藏南路站(地铁4号线)	1小时14分	粤菜	103
1018	10647622	夏宫	夏宫	121.456988	31.229335	4255	80.2	293	8.2	8.9	7.7	200312.2	杨枝甘露,鲍鱼一口酥,蟹黄扒煎酿带子,虾饺皇,脆皮炸子鸡	-21323.0	杨高北路站(1口)->南京西路站(地铁12号线)->静安寺站(地铁2号线)	1小时16分	粤菜	103
1019	2368495	唐宫膳(虹口店)	唐宫膳	121.518058	31.264988	10888	77.0	112	8.2	7.6	7.5	241398.6	金牌烤乳鸽,壹号虾饺皇,豉汁蒸凤爪,莲酥,雪媚娘	-16721.0	杨高北路站(1口)->大连路站(地铁12号线)	45分	粤菜	103
1020	32385340	潮记1975点心专门店(合生汇店)	潮记1975点心专门店	121.524384	31.305532	791	77.1	96	8.2	7.9	8.0	18643.5	金网脆皮鲜虾肠粉,笋尖鲜虾饺,豉汁蒸凤爪,流沙包,脆皮烧乳鸽	-11673.0	杨高北路站(1口)->宁国路站(地铁12号线)->五角场(翔殷路)站(842路)	1小时15分	粤菜	103
1021	15859110	查厘士(黃金世界店)	查厘士	121.464638	31.222787	16303	85.7	82	8.2	8.1	7.8	170662.1	招牌乒乓净云吞,抹茶冰火菠萝油,风味咖喱牛腩,烧味双拼烧肉烧鸭,查理仕绿茶	-19961.0	杨高北路站(1口)->陕西南路站(地铁12号线)	1小时3分	粤菜	103
1022	67328325	港丽餐厅(大悦城店)	港丽餐厅	121.478654	31.250473	1119	81.1	110	8.2	8.5	7.8	24046.0	手打墨鱼胶酿油条,蜂蜜厚多士配雪糕,鲜虾胶酿脆皮鸡翅,干炒牛河,非主流沸腾鱼片	-20652.0	杨高北路站(1口)->曲阜路站(地铁12号线)	54分	粤菜	103
1023	18477995	点点心港式茶餐(818广场总店)	点点心港式茶餐	121.467537	31.237109	10018	78.0	84	8.2	7.5	7.8	90471.0	虾饺皇,驰名脆皮鲜虾肠,三酱皇蒸凤爪,黑松露带子凤眼饺,金沙猪唛包	-23251.0	杨高北路站(1口)->南京西路站(地铁12号线)	1小时5分	粤菜	103
1024	65492611	查厘士(PLUS乐坊店)	查厘士	121.569274	31.213405	5716	93.1	82	8.2	8.4	7.6	27104.8	抹茶冰火菠萝油,乒乓球云吞,水晶虾皇饺,咖喱鱼蛋,查厘士招牌炒饭	-12256.0	杨高北路站(1口)->大连路站(地铁12号线)->世纪大道站(地铁4号线)->龙阳路站(地铁2号线)->花木路站(地铁7号线)	1小时16分	粤菜	103
1025	8922356	潮州府砂锅粥(广元西路店)	潮州府砂锅粥	121.440696	31.198669	5287	84.4	127	8.2	8.2	7.9	98756.4	招牌虾蟹粥,砂锅粥,卤味拼盘,生鱼粥,蒜蓉蒸蛏子	-26151.0	杨高北路站(1口)->嘉善路站(地铁12号线)->徐家汇站(地铁9号线)	1小时20分	粤菜	103
1026	24335060	外滩茂悦大酒店 ·香荟	外滩茂悦大酒店 ·香荟	121.499537	31.251122	425	86.8	252	8.2	9.1	8.7	26434.4	奶黄天鹅酥,晶莹虾饺皇,玫瑰雪媚娘,百合酱蒸凤爪,鸿运叉烧肠粉	-18652.0	杨高北路站(1口)->国际客运中心站(地铁12号线)	58分	粤菜	103
